access_id|access_userid|access_username|access_time|access_event
2691|FATIN|FATIN|13/03/2018 11:36|Login
2704|TSY|Shi Yun|13/03/2018 14:55|Login
3511|IRINA|IRINA|28/03/2018 17:21|Login
2007|HANA|HANA|14/02/2018 18:44|Login
2730|HANA|HANA|14/03/2018 11:19|Login
2008|HANA|HANA|14/02/2018 18:46|Login
2009|IRINA|IRINA|15/02/2018 8:25|Login
2010|LKI|Lia|15/02/2018 8:36|Login
2011|IDAH|Norfaidah|15/02/2018 8:43|Login
2012|HANA|HANA|15/02/2018 9:00|Login
2013|SZE|Sze Sze|15/02/2018 9:14|Login
2014|SHELA|SHELA|15/02/2018 9:15|Login
2015|SZE|Sze Sze|15/02/2018 9:23|Login
2016|HANA|HANA|15/02/2018 11:36|Login
2017|TSY|Shi Yun|15/02/2018 11:40|Login
2018|TR2|TR 2|15/02/2018 11:44|Login
2019|TR2|TR 2|15/02/2018 11:52|Login
2020|HANA|HANA|15/02/2018 11:58|Login
2021|HANA|HANA|15/02/2018 14:09|Login
2022|TR2|TR 2|15/02/2018 14:13|Login
2741|HANA|HANA|14/03/2018 15:14|Login
3520|TSY|Shi Yun|29/03/2018 9:33|Login
2023|TR2|TR 2|19/02/2018 11:06|Login
2024|LKI|Lia|19/02/2018 11:10|Login
2025|SZE|Sze Sze|19/02/2018 11:22|Login
2026|TR|TR 1|19/02/2018 11:30|Login
2027|TR|TR 1|19/02/2018 11:31|Logout
2028|TR|TR 1|19/02/2018 11:34|Login
2029|SZE|Sze Sze|19/02/2018 11:35|Login
2030|IRINA|IRINA|19/02/2018 11:59|Login
2031|HANA|HANA|19/02/2018 12:11|Login
2032|IDAH|Norfaidah|19/02/2018 12:24|Login
2033|FATIN|FATIN|19/02/2018 12:27|Login
2034|TR|TR 1|19/02/2018 13:35|Login
2035|TR|TR 1|19/02/2018 13:45|Login
2036|TR|TR 1|19/02/2018 13:49|Login
3530|TR|TR 1|29/03/2018 10:10|Login
3539|FATIN|FATIN|29/03/2018 10:28|Login
3549|TSY|Shi Yun|29/03/2018 11:53|Login
2762|HANA|HANA|14/03/2018 16:21|Logout
2763|TR|TR 1|14/03/2018 16:21|Login
2037|TR2|TR 2|19/02/2018 14:14|Login
2038|HANA|HANA|19/02/2018 14:14|Login
2039|SZE|Sze Sze|19/02/2018 14:19|Login
2040|SZE|Sze Sze|19/02/2018 14:20|Logout
2041|TR|TR 1|19/02/2018 14:33|Login
2042|FATIN|FATIN|19/02/2018 14:52|Login
2043|FATIN|FATIN|19/02/2018 14:56|Logout
2044|TR2|TR 2|19/02/2018 15:03|Login
2045|HANA|HANA|19/02/2018 15:04|Login
2046|HANA|HANA|19/02/2018 15:05|Login
2047|HANA|HANA|19/02/2018 15:12|Login
2048|FATIN|FATIN|19/02/2018 15:19|Login
2049|HANA|HANA|19/02/2018 15:19|Login
2050|HANA|HANA|19/02/2018 15:41|Login
2405|IDAH|Norfaidah|02/03/2018 13:33|Login
2417|TR2|TR 2|03/03/2018 8:35|Login
2429|TR|TR 1|03/03/2018 12:53|Login
3293|TR|TR 1|23/03/2018 9:31|Login
2455|IRINA|IRINA|06/03/2018 8:34|Login
2473|TSY|Shi Yun|06/03/2018 17:35|Login
2487|IDAH|Norfaidah|07/03/2018 9:21|Login
3318|SZE|Sze Sze|23/03/2018 13:33|Login
2515|LKI|Lia|07/03/2018 15:19|Login
2051|TSY|Shi Yun|19/02/2018 15:54|Login
2052|TSY|Shi Yun|19/02/2018 15:55|Logout
2053|TR2|TR 2|19/02/2018 16:18|Login
4902|FATIN|FATIN|16/05/2018 8:55|Login
2054|TR|TR 1|19/02/2018 16:20|Login
2055|TR|TR 1|19/02/2018 16:22|Logout
2056|TSY|Shi Yun|19/02/2018 16:23|Login
2057|HANA|HANA|19/02/2018 16:45|Login
2538|IDAH|Norfaidah|08/03/2018 12:53|Login
2058|TR|TR 1|19/02/2018 16:56|Login
2059|TR|TR 1|19/02/2018 16:58|Logout
2060|TR|TR 1|19/02/2018 16:58|Login
2061|TR|TR 1|19/02/2018 17:04|Logout
2062|TSY|Shi Yun|19/02/2018 17:04|Login
2063|TSY|Shi Yun|19/02/2018 17:06|Logout
2064|HANA|HANA|19/02/2018 17:17|Login
2065|SZE|Sze Sze|19/02/2018 17:17|Login
2549|SZE|Sze Sze|08/03/2018 16:33|Logout
2560|SZE|Sze Sze|09/03/2018 8:41|Login
2066|IRINA|IRINA|20/02/2018 8:22|Login
2067|LKI|Lia|20/02/2018 8:34|Login
2068|SZE|Sze Sze|20/02/2018 8:36|Login
2069|ROSSY|ROSSY|20/02/2018 8:38|Login
2070|TR2|TR 2|20/02/2018 9:18|Login
2071|IDAH|Norfaidah|20/02/2018 9:19|Login
2072|HANA|HANA|20/02/2018 9:22|Login
2073|HANA|HANA|20/02/2018 9:23|Login
2074|SZE|Sze Sze|20/02/2018 9:24|Login
2075|TR|TR 1|20/02/2018 10:09|Login
2076|TR|TR 1|20/02/2018 10:19|Logout
2077|TSY|Shi Yun|20/02/2018 10:19|Login
2078|TSY|Shi Yun|20/02/2018 10:21|Logout
2079|TR2|TR 2|20/02/2018 10:34|Login
2080|FATIN|FATIN|20/02/2018 10:49|Login
2081|FATIN|FATIN|20/02/2018 10:59|Login
2082|FATIN|FATIN|20/02/2018 11:02|Login
2083|FATIN|FATIN|20/02/2018 11:07|Login
2084|LKI|Lia|20/02/2018 11:13|Login
2085|HANA|HANA|20/02/2018 11:15|Login
2086|HANA|HANA|20/02/2018 14:04|Login
2087|ROSSY|ROSSY|20/02/2018 14:06|Login
2088|HANA|HANA|20/02/2018 14:12|Login
2089|FATIN|FATIN|20/02/2018 14:13|Login
2090|HANA|HANA|20/02/2018 14:54|Login
2575|IDAH|Norfaidah|09/03/2018 14:19|Login
3354|TR|TR 1|26/03/2018 9:07|Login
2598|TSY|Shi Yun|10/03/2018 13:55|Login
2613|FATIN|FATIN|12/03/2018 9:02|Login
2625|TR|TR 1|12/03/2018 11:35|Logout
2645|LIA|Lia|12/03/2018 12:29|Login
3372|TR|TR 1|26/03/2018 11:52|Login
2667|IRINA|IRINA|12/03/2018 16:30|Login
2678|SZE|Sze Sze|13/03/2018 10:08|Login
2692|FATIN|FATIN|13/03/2018 11:40|Login
2705|LIA|Lia|13/03/2018 14:55|Login
3389|ROSSY|ROSSY|26/03/2018 15:23|Login
2091|TR|TR 1|20/02/2018 15:01|Login
2092|TR|TR 1|20/02/2018 15:06|Logout
2093|HANA|HANA|20/02/2018 15:06|Login
2722|TR|TR 1|13/03/2018 17:23|Login
2094|TR|TR 1|20/02/2018 15:06|Login
2095|TR|TR 1|20/02/2018 15:15|Logout
2096|TR|TR 1|20/02/2018 15:16|Login
2097|TR|TR 1|20/02/2018 15:20|Logout
2098|TSY|Shi Yun|20/02/2018 15:20|Login
2099|TSY|Shi Yun|20/02/2018 15:21|Logout
2100|TSY|Shi Yun|20/02/2018 15:57|Login
2101|IRINA|IRINA|20/02/2018 16:08|Login
2102|IRINA|IRINA|20/02/2018 16:17|Login
2731|TSY|Shi Yun|14/03/2018 11:57|Login
2103|LKI|Lia|20/02/2018 16:19|Login
2104|IRINA|IRINA|20/02/2018 16:24|Login
2105|IDAH|Norfaidah|20/02/2018 16:49|Login
2106|HANA|HANA|20/02/2018 17:10|Login
2107|IDAH|Norfaidah|20/02/2018 17:17|Login
2108|ROSSY|ROSSY|20/02/2018 17:27|Login
2109|IDAH|Norfaidah|20/02/2018 17:28|Login
2110|IDAH|Norfaidah|20/02/2018 17:29|Login
3407|FATIN|FATIN|27/03/2018 9:30|Login
3421|TSY|Shi Yun|27/03/2018 11:17|Login
4931|SZE|Sze Sze|17/05/2018 13:38|Login
2750|HANA|HANA|14/03/2018 15:29|Login
4958|SZE|Sze Sze|18/05/2018 10:10|Login
2773|TSY|Shi Yun|14/03/2018 16:54|Login
2778|TSY|Shi Yun|14/03/2018 18:00|Login
2785|SZE|Sze Sze|15/03/2018 9:54|Login
3432|TSY|Shi Yun|27/03/2018 14:20|Login
2801|HANA|HANA|15/03/2018 14:15|Login
2810|HANA|HANA|15/03/2018 15:00|Login
2817|TSY|Shi Yun|15/03/2018 15:37|Login
2822|FATIN|FATIN|15/03/2018 17:43|Login
2111|TSY|Shi Yun|20/02/2018 17:44|Login
2112|TSY|Shi Yun|20/02/2018 17:46|Logout
2113|HANA|HANA|20/02/2018 17:46|Login
2114|HANA|HANA|20/02/2018 17:51|Logout
2115|TSY|Shi Yun|20/02/2018 17:51|Login
2825|SZE|Sze Sze|15/03/2018 20:15|Login
2116|TSY|Shi Yun|21/02/2018 8:29|Login
2117|IDAH|Norfaidah|21/02/2018 8:32|Login
2118|TSY|Shi Yun|21/02/2018 8:32|Login
2119|HANA|HANA|21/02/2018 8:34|Login
2120|IRINA|IRINA|21/02/2018 8:34|Login
2121|LKI|Lia|21/02/2018 8:34|Login
2831|FATIN|FATIN|16/03/2018 8:55|Login
2838|TSY|Shi Yun|16/03/2018 8:59|Login
2122|TSY|Shi Yun|21/02/2018 8:37|Login
2123|ROSSY|ROSSY|21/02/2018 8:37|Login
2843|SZE|Sze Sze|16/03/2018 12:18|Logout
2124|HANA|HANA|21/02/2018 8:38|Login
2125|TR2|TR 2|21/02/2018 8:38|Login
2126|SZE|Sze Sze|21/02/2018 8:41|Login
2127|HANA|HANA|21/02/2018 9:03|Login
2128|TSY|Shi Yun|21/02/2018 9:09|Login
2129|TSY|Shi Yun|21/02/2018 9:59|Logout
2130|TR|TR 1|21/02/2018 9:59|Login
3294|TR|TR 1|23/03/2018 9:35|Logout
2418|FATIN|FATIN|03/03/2018 8:37|Login
2430|TR|TR 1|03/03/2018 13:00|Logout
2441|HANA|HANA|05/03/2018 13:30|Logout
2456|SZE|Sze Sze|06/03/2018 8:52|Login
2474|TSY|Shi Yun|06/03/2018 18:19|Logout
2475|HANA|HANA|06/03/2018 18:19|Login
2488|IDAH|Norfaidah|07/03/2018 9:23|Login
2131|IDAH|Norfaidah|21/02/2018 10:26|Login
3319|FATIN|FATIN|23/03/2018 13:35|Login
2132|LKI|Lia|21/02/2018 11:49|Login
2133|IRINA|IRINA|21/02/2018 11:50|Login
2134|SZE|Sze Sze|21/02/2018 12:08|Login
2135|IDAH|Norfaidah|21/02/2018 12:08|Login
3339|FATIN|FATIN|23/03/2018 15:24|Login
2136|IDAH|Norfaidah|21/02/2018 12:14|Login
2500|HANA|HANA|07/03/2018 14:01|Login
2137|HANA|HANA|21/02/2018 12:18|Login
2138|TR2|TR 2|21/02/2018 12:27|Login
2516|SZE|Sze Sze|07/03/2018 15:27|Login
2526|SZE|Sze Sze|07/03/2018 18:06|Login
2139|SZE|Sze Sze|21/02/2018 14:15|Login
2140|HANA|HANA|21/02/2018 14:17|Login
2141|ROSSY|ROSSY|21/02/2018 14:18|Login
2142|IRINA|IRINA|21/02/2018 15:47|Login
2143|TR2|TR 2|21/02/2018 15:51|Login
2144|LKI|Lia|21/02/2018 15:54|Login
2145|FATIN|FATIN|21/02/2018 16:24|Login
2146|SZE|Sze Sze|21/02/2018 16:48|Login
2147|TR2|TR 2|21/02/2018 16:52|Login
2148|TR2|TR 2|21/02/2018 16:57|Login
2149|TR2|TR 2|21/02/2018 16:59|Login
3355|TR|TR 1|26/03/2018 9:12|Logout
2150|TR2|TR 2|21/02/2018 17:00|Login
2151|TR2|TR 2|21/02/2018 17:02|Logout
2152|IRINA|IRINA|21/02/2018 17:02|Login
2153|HANA|HANA|21/02/2018 17:04|Login
2154|TR|TR 1|21/02/2018 17:12|Login
2155|FATIN|FATIN|21/02/2018 17:16|Login
2550|TSY|Shi Yun|08/03/2018 16:34|Login
2156|HANA|HANA|21/02/2018 17:20|Login
2157|HANA|HANA|21/02/2018 17:22|Logout
2158|TR|TR 1|21/02/2018 17:22|Login
2159|TR|TR 1|21/02/2018 17:30|Logout
2160|LKI|Lia|22/02/2018 8:30|Login
2161|SZE|Sze Sze|22/02/2018 8:31|Login
2162|IRINA|IRINA|22/02/2018 8:32|Login
2163|IDAH|Norfaidah|22/02/2018 8:33|Login
2164|HANA|HANA|22/02/2018 8:37|Login
2165|TR2|TR 2|22/02/2018 8:48|Login
2166|SZE|Sze Sze|22/02/2018 8:52|Login
2167|FATIN|FATIN|22/02/2018 8:55|Login
2168|IDAH|Norfaidah|22/02/2018 8:58|Login
2169|SZE|Sze Sze|22/02/2018 9:10|Login
2170|TR|TR 1|22/02/2018 9:20|Login
2171|TR|TR 1|22/02/2018 9:24|Logout
2172|HANA|HANA|22/02/2018 9:31|Login
2561|TSY|Shi Yun|09/03/2018 9:09|Login
2173|HANA|HANA|22/02/2018 11:28|Login
2174|HANA|HANA|22/02/2018 11:54|Login
2175|HANA|HANA|22/02/2018 11:56|Logout
2176|HANA|HANA|22/02/2018 11:56|Login
2177|HANA|HANA|22/02/2018 12:00|Login
2178|IDAH|Norfaidah|22/02/2018 12:58|Login
2179|IRINA|IRINA|22/02/2018 13:00|Login
2180|IRINA|IRINA|22/02/2018 13:40|Login
3373|TR|TR 1|26/03/2018 11:58|Logout
2589|FATIN|FATIN|09/03/2018 16:43|Login
2599|TSY|Shi Yun|10/03/2018 14:33|Logout
2614|SHELA|SHELA|12/03/2018 9:04|Login
2181|TR|TR 1|22/02/2018 13:53|Login
2182|TR|TR 1|22/02/2018 13:58|Logout
2183|TSY|Shi Yun|22/02/2018 13:58|Login
2184|TSY|Shi Yun|22/02/2018 14:01|Logout
2185|TSY|Shi Yun|22/02/2018 14:05|Login
2186|HANA|HANA|22/02/2018 14:08|Login
2626|HANA|HANA|12/03/2018 11:35|Login
2187|TSY|Shi Yun|22/02/2018 14:14|Login
2627|HANA|HANA|12/03/2018 11:36|Logout
3390|FATIN|FATIN|26/03/2018 16:00|Login
2657|LIA|Lia|12/03/2018 15:34|Login
2668|TSY|Shi Yun|12/03/2018 16:40|Login
2679|FATIN|FATIN|13/03/2018 10:10|Login
2693|FATIN|FATIN|13/03/2018 11:53|Login
3408|FATIN|FATIN|27/03/2018 9:38|Login
4903|SZE|Sze Sze|16/05/2018 10:20|Login
3433|TSY|Shi Yun|27/03/2018 14:21|Logout
2188|TSY|Shi Yun|22/02/2018 14:16|Login
2189|IDAH|Norfaidah|22/02/2018 14:34|Login
2190|FATIN|FATIN|22/02/2018 15:13|Login
3454|IDAH|Norfaidah|27/03/2018 18:02|Login
2732|TR|TR 1|14/03/2018 12:53|Login
2742|HANA|HANA|14/03/2018 15:20|Login
2191|HANA|HANA|22/02/2018 15:51|Login
2192|IRINA|IRINA|22/02/2018 16:17|Login
2193|TR2|TR 2|22/02/2018 16:50|Login
3462|IDAH|Norfaidah|28/03/2018 8:42|Login
4932|FATIN|FATIN|17/05/2018 13:40|Login
2764|TSY|Shi Yun|14/03/2018 16:25|Login
2774|TSY|Shi Yun|14/03/2018 16:59|Logout
4959|FATIN|FATIN|18/05/2018 10:24|Login
2786|HANA|HANA|15/03/2018 12:13|Login
2194|TR|TR 1|22/02/2018 16:59|Login
2195|TR|TR 1|22/02/2018 17:05|Logout
2196|TSY|Shi Yun|22/02/2018 17:05|Login
2197|TSY|Shi Yun|22/02/2018 17:07|Logout
2198|TR2|TR 2|22/02/2018 17:37|Login
2199|LKI|Lia|23/02/2018 8:28|Login
2200|SZE|Sze Sze|23/02/2018 8:36|Login
2201|HANA|HANA|23/02/2018 8:46|Login
2202|TSY|Shi Yun|23/02/2018 8:47|Login
2203|TSY|Shi Yun|23/02/2018 8:48|Logout
2204|TR|TR 1|23/02/2018 8:49|Login
2205|TR2|TR 2|23/02/2018 8:50|Login
2206|HANA|HANA|23/02/2018 8:52|Login
2207|HANA|HANA|23/02/2018 8:53|Login
2208|HANA|HANA|23/02/2018 8:53|Logout
2209|TSY|Shi Yun|23/02/2018 8:53|Login
2210|IDAH|Norfaidah|23/02/2018 8:56|Login
2211|ROSSY|ROSSY|23/02/2018 9:00|Login
2212|IDAH|Norfaidah|23/02/2018 9:08|Login
2213|TR2|TR 2|23/02/2018 9:11|Login
2214|IDAH|Norfaidah|23/02/2018 9:15|Login
2215|TSY|Shi Yun|23/02/2018 9:16|Login
2216|HANA|HANA|23/02/2018 9:39|Login
2795|HANA|HANA|15/03/2018 13:47|Login
2406|IDAH|Norfaidah|02/03/2018 14:26|Login
2217|IDAH|Norfaidah|23/02/2018 9:54|Login
2218|TSY|Shi Yun|23/02/2018 10:12|Login
2219|TSY|Shi Yun|23/02/2018 10:31|Logout
2220|TSY|Shi Yun|23/02/2018 10:31|Login
2221|TSY|Shi Yun|23/02/2018 10:34|Logout
2222|SZE|Sze Sze|23/02/2018 10:34|Login
2223|SZE|Sze Sze|23/02/2018 10:35|Logout
2224|TSY|Shi Yun|23/02/2018 10:35|Login
2225|IDAH|Norfaidah|23/02/2018 10:41|Login
2419|LKI|Lia|03/03/2018 8:37|Login
3295|TSY|Shi Yun|23/03/2018 9:36|Login
2442|TSY|Shi Yun|05/03/2018 13:30|Login
2457|HANA|HANA|06/03/2018 9:47|Login
3320|FATIN|FATIN|23/03/2018 13:35|Login
2489|IDAH|Norfaidah|07/03/2018 9:25|Login
2501|HANA|HANA|07/03/2018 14:05|Logout
2502|TSY|Shi Yun|07/03/2018 14:05|Login
2517|IDAH|Norfaidah|07/03/2018 15:27|Login
2527|SZE|Sze Sze|07/03/2018 18:07|Logout
2226|TR|TR 1|23/02/2018 11:20|Login
2227|IDAH|Norfaidah|23/02/2018 11:21|Login
2539|IRINA|IRINA|08/03/2018 14:35|Login
2551|IRINA|IRINA|08/03/2018 17:09|Login
2562|TSY|Shi Yun|09/03/2018 9:49|Login
2576|TSY|Shi Yun|09/03/2018 14:21|Login
2590|SHELA|SHELA|09/03/2018 16:58|Login
2600|SZE|Sze Sze|10/03/2018 14:33|Login
2615|SZE|Sze Sze|12/03/2018 9:05|Login
2628|TR|TR 1|12/03/2018 11:36|Login
2629|TR|TR 1|12/03/2018 11:37|Logout
2646|TSY|Shi Yun|12/03/2018 12:30|Login
2658|IDAH|Norfaidah|12/03/2018 15:35|Login
2228|TSY|Shi Yun|23/02/2018 11:28|Login
2669|TSY|Shi Yun|12/03/2018 16:41|Login
2680|TSY|Shi Yun|13/03/2018 10:30|Login
2229|TSY|Shi Yun|23/02/2018 11:29|Login
2230|TSY|Shi Yun|23/02/2018 11:30|Logout
2231|TR2|TR 2|23/02/2018 11:39|Login
2232|IDAH|Norfaidah|23/02/2018 11:54|Login
2233|IDAH|Norfaidah|23/02/2018 13:32|Login
2234|TSY|Shi Yun|23/02/2018 14:23|Login
2235|TSY|Shi Yun|23/02/2018 14:24|Logout
2236|TSY|Shi Yun|23/02/2018 14:32|Login
2237|IDAH|Norfaidah|23/02/2018 14:39|Login
2694|LIA|Lia|13/03/2018 12:01|Login
2238|IDAH|Norfaidah|23/02/2018 15:19|Login
2239|IDAH|Norfaidah|23/02/2018 15:59|Login
2240|IDAH|Norfaidah|23/02/2018 16:19|Login
2241|IDAH|Norfaidah|23/02/2018 16:50|Logout
2242|IDAH|Norfaidah|23/02/2018 17:18|Login
2243|IDAH|Norfaidah|23/02/2018 17:30|Login
3321|FATIN|FATIN|23/03/2018 13:36|Logout
2706|HANA|HANA|13/03/2018 15:00|Login
2244|IRINA|IRINA|26/02/2018 8:30|Login
2245|LKI|Lia|26/02/2018 8:36|Login
2246|TR2|TR 2|26/02/2018 8:38|Login
2247|FATIN|FATIN|26/02/2018 8:45|Login
2248|SZE|Sze Sze|26/02/2018 8:49|Login
2249|HANA|HANA|26/02/2018 9:16|Login
2250|TR|TR 1|26/02/2018 9:16|Login
2251|HANA|HANA|26/02/2018 9:17|Login
2252|HANA|HANA|26/02/2018 9:24|Login
2253|HANA|HANA|26/02/2018 9:26|Login
2254|HANA|HANA|26/02/2018 9:27|Login
2255|HANA|HANA|26/02/2018 9:28|Login
2256|HANA|HANA|26/02/2018 9:28|Login
2257|HANA|HANA|26/02/2018 9:31|Login
2258|TSY|Shi Yun|26/02/2018 9:32|Login
2259|HANA|HANA|26/02/2018 9:32|Login
2260|TR|TR 1|26/02/2018 9:34|Login
2261|TR|TR 1|26/02/2018 9:34|Logout
2262|IRINA|IRINA|26/02/2018 9:34|Login
2263|TR|TR 1|26/02/2018 9:34|Login
2264|HANA|HANA|26/02/2018 9:34|Login
2265|TSY|Shi Yun|26/02/2018 9:35|Login
2266|IRINA|IRINA|26/02/2018 9:51|Login
2267|FATIN|FATIN|26/02/2018 10:37|Login
2268|IDAH|Norfaidah|26/02/2018 10:39|Login
2269|TR2|TR 2|26/02/2018 11:00|Login
2270|TR2|TR 2|26/02/2018 11:24|Login
3322|FATIN|FATIN|23/03/2018 13:36|Login
2723|FATIN|FATIN|13/03/2018 17:28|Login
2733|TR|TR 1|14/03/2018 12:53|Logout
2743|IRINA|IRINA|14/03/2018 15:20|Login
2751|HANA|HANA|14/03/2018 15:30|Logout
2752|TR|TR 1|14/03/2018 15:30|Login
2755|HANA|HANA|14/03/2018 15:33|Logout
2271|HANA|HANA|26/02/2018 11:47|Login
2272|HANA|HANA|26/02/2018 11:51|Login
2273|HANA|HANA|26/02/2018 11:54|Login
2756|TR|TR 1|14/03/2018 15:34|Login
2274|TR|TR 1|26/02/2018 11:55|Login
2275|TR|TR 1|26/02/2018 13:02|Login
2276|TSY|Shi Yun|26/02/2018 13:39|Login
3340|FATIN|FATIN|23/03/2018 15:33|Login
2277|TR|TR 1|26/02/2018 13:39|Login
2278|IRINA|IRINA|26/02/2018 13:58|Login
2279|IRINA|IRINA|26/02/2018 14:36|Login
2765|HANA|HANA|14/03/2018 16:25|Login
2775|SZE|Sze Sze|14/03/2018 17:08|Login
2280|TSY|Shi Yun|26/02/2018 15:06|Login
2281|IDAH|Norfaidah|26/02/2018 15:43|Login
2282|IRINA|IRINA|26/02/2018 17:07|Login
3356|TSY|Shi Yun|26/03/2018 9:12|Login
2787|HANA|HANA|15/03/2018 12:14|Logout
2283|TR|TR 1|26/02/2018 17:40|Login
2284|IRINA|IRINA|26/02/2018 17:45|Login
2788|TR|TR 1|15/03/2018 12:15|Login
2285|IDAH|Norfaidah|26/02/2018 17:49|Login
2286|TR|TR 1|26/02/2018 17:51|Login
2287|TR|TR 1|26/02/2018 17:54|Logout
2288|TSY|Shi Yun|26/02/2018 17:54|Login
2289|TSY|Shi Yun|26/02/2018 18:08|Logout
2796|HANA|HANA|15/03/2018 13:58|Logout
2802|HANA|HANA|15/03/2018 14:16|Logout
2290|SZE|Sze Sze|26/02/2018 18:50|Login
2291|SZE|Sze Sze|26/02/2018 18:51|Logout
2292|TSY|Shi Yun|26/02/2018 18:51|Login
2803|HANA|HANA|15/03/2018 14:16|Login
2293|TSY|Shi Yun|26/02/2018 19:08|Logout
2294|LKI|Lia|27/02/2018 8:32|Login
2295|IRINA|IRINA|27/02/2018 8:32|Login
2296|TR|TR 1|27/02/2018 8:40|Login
2297|TR|TR 1|27/02/2018 8:40|Logout
2298|TSY|Shi Yun|27/02/2018 8:40|Login
2299|TSY|Shi Yun|27/02/2018 8:41|Logout
2300|TR|TR 1|27/02/2018 8:41|Login
2301|TR|TR 1|27/02/2018 8:46|Logout
2302|TSY|Shi Yun|27/02/2018 8:47|Login
2303|TSY|Shi Yun|27/02/2018 8:48|Logout
2304|TSY|Shi Yun|27/02/2018 8:50|Login
2305|FATIN|FATIN|27/02/2018 8:55|Login
2306|SZE|Sze Sze|27/02/2018 8:56|Login
2307|ROSSY|ROSSY|27/02/2018 9:46|Login
2407|IDAH|Norfaidah|02/03/2018 14:27|Logout
2420|IRINA|IRINA|03/03/2018 8:46|Login
2308|SZE|Sze Sze|27/02/2018 10:45|Login
2309|IDAH|Norfaidah|27/02/2018 10:47|Login
2431|SZE|Sze Sze|03/03/2018 14:01|Login
2310|FATIN|FATIN|27/02/2018 10:55|Login
2443|TR2|TR 2|05/03/2018 13:46|Login
2458|HANA|HANA|06/03/2018 9:57|Logout
2459|TSY|Shi Yun|06/03/2018 9:57|Login
2476|SZE|Sze Sze|06/03/2018 19:13|Login
2490|IDAH|Norfaidah|07/03/2018 9:27|Login
2503|IRINA|IRINA|07/03/2018 14:21|Login
2311|TR|TR 1|27/02/2018 11:37|Login
2312|IDAH|Norfaidah|27/02/2018 11:44|Login
3296|TSY|Shi Yun|23/03/2018 9:57|Logout
2313|TSY|Shi Yun|27/02/2018 11:47|Login
2314|TSY|Shi Yun|27/02/2018 11:51|Logout
2315|HANA|HANA|27/02/2018 11:57|Login
2316|HANA|HANA|27/02/2018 12:36|Login
2317|TSY|Shi Yun|27/02/2018 13:18|Login
2318|TSY|Shi Yun|27/02/2018 13:53|Login
2319|TSY|Shi Yun|27/02/2018 14:25|Login
2320|TSY|Shi Yun|27/02/2018 14:27|Logout
2321|ROSSY|ROSSY|27/02/2018 14:41|Login
2528|TSY|Shi Yun|07/03/2018 18:08|Login
2322|TR|TR 1|27/02/2018 14:56|Login
2540|IDAH|Norfaidah|08/03/2018 14:36|Login
2323|TR2|TR 2|27/02/2018 16:57|Login
3297|TR|TR 1|23/03/2018 9:58|Login
2324|TR2|TR 2|27/02/2018 17:20|Login
2563|FATIN|FATIN|09/03/2018 10:25|Login
2325|IRINA|IRINA|28/02/2018 8:24|Login
2326|SZE|Sze Sze|28/02/2018 8:38|Login
2327|LKI|Lia|28/02/2018 8:41|Login
2328|TR2|TR 2|28/02/2018 8:45|Login
2577|TR|TR 1|09/03/2018 14:41|Login
3323|SZE|Sze Sze|23/03/2018 14:02|Login
3341|TR2|TR 2|23/03/2018 16:16|Login
2329|IDAH|Norfaidah|28/02/2018 8:46|Login
2330|IDAH|Norfaidah|28/02/2018 9:20|Logout
2331|IRINA|IRINA|28/02/2018 9:20|Login
2332|FATIN|FATIN|28/02/2018 9:28|Login
2333|TSY|Shi Yun|28/02/2018 10:36|Login
2334|HANA|HANA|28/02/2018 11:00|Login
2335|HANA|HANA|28/02/2018 11:00|Logout
2336|TR|TR 1|28/02/2018 11:02|Login
2337|IDAH|Norfaidah|28/02/2018 11:32|Login
2338|IDAH|Norfaidah|28/02/2018 12:25|Login
2339|IDAH|Norfaidah|28/02/2018 12:25|Logout
2340|IDAH|Norfaidah|28/02/2018 12:59|Login
2341|IDAH|Norfaidah|28/02/2018 13:00|Logout
2601|SZE|Sze Sze|10/03/2018 15:11|Logout
2602|TSY|Shi Yun|10/03/2018 15:11|Login
2616|SHELA|SHELA|12/03/2018 9:07|Login
2630|HANA|HANA|12/03/2018 11:37|Login
2647|TSY|Shi Yun|12/03/2018 12:43|Logout
2342|TSY|Shi Yun|28/02/2018 13:02|Login
2343|TSY|Shi Yun|28/02/2018 13:06|Logout
2344|TR|TR 1|28/02/2018 13:56|Login
2345|TR|TR 1|28/02/2018 13:59|Logout
2346|TSY|Shi Yun|28/02/2018 13:59|Login
2347|TSY|Shi Yun|28/02/2018 14:03|Login
2348|TSY|Shi Yun|28/02/2018 14:05|Login
2349|SZE|Sze Sze|28/02/2018 14:05|Login
2648|TR|TR 1|12/03/2018 12:43|Login
2350|TSY|Shi Yun|28/02/2018 14:11|Login
2351|TSY|Shi Yun|28/02/2018 14:13|Login
2352|LKI|Lia|28/02/2018 14:15|Login
2659|IRINA|IRINA|12/03/2018 15:37|Login
3357|TSY|Shi Yun|26/03/2018 9:12|Logout
2353|TSY|Shi Yun|28/02/2018 14:25|Login
2354|IDAH|Norfaidah|28/02/2018 14:48|Login
2681|SZE|Sze Sze|13/03/2018 10:36|Login
2695|HANA|HANA|13/03/2018 13:19|Login
2696|HANA|HANA|13/03/2018 13:19|Logout
2697|TSY|Shi Yun|13/03/2018 13:19|Login
2355|IDAH|Norfaidah|28/02/2018 14:53|Login
3374|IDAH|Norfaidah|26/03/2018 12:01|Login
