fs_id|company_id|fs_date|fs_reminderdate1|fs_reminderdate2|fs_reminderdate3|fs_submissiondate|fs_status|fs_fileddate|fs_deadline|fs_agm
7280|686|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
7278|686|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||30/06/2016
7243|681|28/02/2003|01/02/2003|01/05/2003|01/08/2003|27/09/2003|t|28/02/2003||28/08/2003
7245|681|28/02/2005|01/02/2005|01/05/2005|01/08/2005|27/09/2005|t|28/02/2005||28/08/2005
7281|687|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008||15/04/2009
7257|682|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||27/06/2016
7259|682|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
7260|683|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||30/06/2010
7268|683|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
7262|683|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011||30/06/2012
7264|683|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013||30/06/2014
7266|683|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||30/06/2016
7271|685|31/07/2014|01/07/2014|01/10/2014|01/01/2015|02/03/2015|f||31/01/2015|
7273|685|31/07/2016|01/07/2016|01/10/2016|01/01/2017|02/03/2017|f||31/01/2017|
7275|685|31/07/2018|01/07/2018|01/10/2018|01/01/2019|02/03/2019|f||31/01/2019|
7283|687|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010||12/04/2011
7285|687|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||28/06/2013
7287|687|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||30/06/2015
7289|687|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||30/06/2017
1839|135|31/10/2016|01/10/2016|01/01/2017|01/04/2017|30/05/2017|t|30/11/2017|30/04/2017|
7291|688|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011||30/06/2012
7297|688|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
7293|688|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013||16/06/2014
7295|688|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||30/06/2016
8151|677|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|30/06/2015|30/06/2015|30/06/2015
7952|135|31/10/2017|01/10/2017|01/01/2018|01/04/2018|30/05/2018|f||30/04/2018|
7996|122|31/10/2015|01/10/2015|01/01/2016|01/04/2016|30/05/2016|t|31/10/2015|30/04/2016|31/12/2016
8088|255|30/06/2018|01/06/2018|01/09/2018|01/12/2018|29/01/2019|f||30/12/2018|
8124|775|01/01/2019|01/01/2019|01/04/2019|01/07/2019|31/07/2019|f||01/07/2019|
8149|677|30/06/2012|01/06/2012|01/09/2012|01/12/2012|29/01/2013|t|31/12/2012||31/12/2012
8150|677|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|30/06/2014|30/12/2013|30/06/2014
8152|677|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|19/05/2016|30/06/2016|19/05/2016
8153|677|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|05/02/2017|30/06/2017|
3902|354|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
3891|354|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||29/06/2007
3893|354|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008||30/06/2009
3896|354|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011||30/06/2012
3899|354|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||30/06/2015
3908|356|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
3918|357|31/08/2018|01/08/2018|01/11/2018|01/02/2019|30/03/2019|f||28/02/2019|
3912|357|31/08/2012|01/08/2012|01/11/2012|01/02/2013|30/03/2013|t|31/08/2012||28/02/2013
3915|357|31/08/2015|01/08/2015|01/11/2015|01/02/2016|30/03/2016|t|31/08/2015||31/12/2016
3922|359|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||27/06/2007
3925|359|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||16/06/2010
3928|359|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||28/06/2013
3931|359|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||30/06/2016
3938|360|31/01/2014|01/01/2014|01/04/2014|01/07/2014|30/08/2014|t|31/01/2014||31/07/2014
3941|360|31/01/2017|01/01/2017|01/04/2017|01/07/2017|30/08/2017|t|31/01/2017||31/07/2017
7309|689|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|f||30/06/2012|
7311|689|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|f||30/06/2014|
7313|689|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|f||30/06/2016|
7315|689|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
7299|689|31/12/2001|01/12/2001|01/03/2002|01/06/2002|30/07/2002|t|31/12/2001||30/06/2002
7301|689|31/12/2003|01/12/2003|01/03/2004|01/06/2004|30/07/2004|t|31/12/2003||30/06/2004
7303|689|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005||30/06/2006
7305|689|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007||30/06/2008
7307|689|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||30/06/2010
7997|122|31/10/2016|01/10/2016|01/01/2017|01/04/2017|30/05/2017|f||30/04/2017|
7316|690|31/05/2004|01/05/2004|01/08/2004|01/11/2004|30/12/2004|t|31/05/2004||26/06/2004
7330|690|31/05/2018|01/05/2018|01/08/2018|01/11/2018|30/12/2018|f||30/11/2018|
7318|690|31/05/2006|01/05/2006|01/08/2006|01/11/2006|30/12/2006|t|31/05/2006||30/11/2006
7326|690|31/05/2014|01/05/2014|01/08/2014|01/11/2014|30/12/2014|t|31/05/2014||30/11/2014
7328|690|31/05/2016|01/05/2016|01/08/2016|01/11/2016|30/12/2016|t|31/05/2016||30/11/2016
7334|692|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||20/02/2017
7337|694|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||27/02/2015
7339|694|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||30/06/2017
7342|695|31/07/2014|01/07/2014|01/10/2014|01/01/2015|02/03/2015|t|31/07/2014||31/01/2015
7344|695|31/07/2016|01/07/2016|01/10/2016|01/01/2017|02/03/2017|t|31/07/2016||20/01/2017
7347|696|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||27/05/2013
7351|696|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
7348|696|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013||30/06/2014
7953|95|30/04/2018|01/04/2018|01/07/2018|01/10/2018|29/11/2018|f||30/10/2018|
7954|306|31/05/2018|01/05/2018|01/08/2018|01/11/2018|30/12/2018|f||30/11/2018|
8089|21|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
8090|21|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
7349|696|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|10/01/2018|04/01/2018|
3894|354|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||04/05/2010
3897|354|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||28/06/2013
3900|354|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||30/06/2016
3909|356|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
3906|356|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||30/09/2015
3911|357|31/08/2011|01/08/2011|01/11/2011|01/02/2012|30/03/2012|t|31/08/2011||28/02/2012
3916|357|31/08/2016|01/08/2016|01/11/2016|01/02/2017|30/03/2017|f||28/02/2017|
3913|357|31/08/2013|01/08/2013|01/11/2013|01/02/2014|30/03/2014|t|31/08/2013||28/02/2014
3921|359|31/07/2006|01/07/2006|01/10/2006|01/01/2007|02/03/2007|t|31/07/2006||27/10/2006
3957|363|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013||30/06/2014
3923|359|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007||30/06/2008
3958|363|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||30/06/2015
3926|359|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010||07/06/2011
3929|359|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013||30/06/2014
3932|359|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||28/04/2017
3942|360|31/01/2018|01/01/2018|01/04/2018|01/07/2018|30/08/2018|f||31/07/2018|
3936|360|31/01/2012|01/01/2012|01/04/2012|01/07/2012|30/08/2012|t|31/01/2012||31/07/2012
3939|360|31/01/2015|01/01/2015|01/04/2015|01/07/2015|30/08/2015|t|31/01/2015||31/07/2015
3946|362|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
3948|363|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|31/12/2004||02/03/2005
3959|363|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|f||30/06/2016|
3960|363|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
3961|363|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
3949|363|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005||01/06/2006
3950|363|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||30/06/2007
3963|364|31/03/2013|01/03/2013|01/06/2013|01/09/2013|30/10/2013|t|31/03/2013||26/08/2013
3951|363|30/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|30/12/2007||30/06/2008
3952|363|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008||30/06/2009
3953|363|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||30/06/2010
3954|363|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010||30/06/2011
3955|363|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011||30/06/2012
3956|363|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||30/06/2013
3964|364|31/03/2014|01/03/2014|01/06/2014|01/09/2014|30/10/2014|t|31/03/2014||29/08/2014
3965|364|31/03/2015|01/03/2015|01/06/2015|01/09/2015|30/10/2015|t|31/03/2015||30/09/2015
3974|365|30/04/2014|01/04/2014|01/07/2014|01/10/2014|29/11/2014|t|30/04/2014||30/10/2014
3969|365|30/04/2009|01/04/2009|01/07/2009|01/10/2009|29/11/2009|t|30/04/2009||11/09/2009
3977|365|30/04/2017|01/04/2017|01/07/2017|01/10/2017|29/11/2017|f||30/10/2017|
3978|365|30/04/2018|01/04/2018|01/07/2018|01/10/2018|29/11/2018|f||30/10/2018|
3970|365|30/04/2010|01/04/2010|01/07/2010|01/10/2010|29/11/2010|t|30/04/2010||30/10/2010
3971|365|30/04/2011|01/04/2011|01/07/2011|01/10/2011|29/11/2011|t|30/04/2011||28/10/2011
3972|365|30/04/2012|01/04/2012|01/07/2012|01/10/2012|29/11/2012|t|30/04/2012||30/10/2012
3973|365|30/04/2013|01/04/2013|01/07/2013|01/10/2013|29/11/2013|t|30/04/2013||30/10/2013
3975|365|30/04/2015|01/04/2015|01/07/2015|01/10/2015|29/11/2015|t|30/04/2015||30/10/2015
3976|365|30/04/2016|01/04/2016|01/07/2016|01/10/2016|29/11/2016|t|30/04/2016||31/10/2016
3980|366|31/10/2009|01/10/2009|01/01/2010|01/04/2010|30/05/2010|t|31/10/2009||21/04/2010
3989|366|31/10/2018|01/10/2018|01/01/2019|01/04/2019|30/05/2019|f||30/04/2019|
3919|358|31/01/2017|01/01/2017|01/04/2017|01/07/2017|30/08/2017|f||31/07/2017|
3988|366|31/10/2017|01/10/2017|01/01/2018|01/04/2018|30/05/2018|t|07/05/2018|30/04/2018|
3967|364|31/03/2016|01/03/2016|01/06/2016|01/09/2016|30/10/2016|t|31/03/2016||30/09/2016
3981|366|31/10/2010|01/10/2010|01/01/2011|01/04/2011|30/05/2011|t|31/10/2010||30/04/2011
3982|366|31/10/2011|01/10/2011|01/01/2012|01/04/2012|30/05/2012|t|31/10/2011||30/04/2012
3983|366|31/10/2012|01/10/2012|01/01/2013|01/04/2013|30/05/2013|t|31/10/2012||30/04/2013
3984|366|31/10/2013|01/10/2013|01/01/2014|01/04/2014|30/05/2014|t|31/10/2013||12/03/2014
3985|366|31/10/2014|01/10/2014|01/01/2015|01/04/2015|30/05/2015|t|31/10/2014||30/04/2015
3986|366|31/10/2015|01/10/2015|01/01/2016|01/04/2016|30/05/2016|t|31/10/2015||30/04/2016
3987|366|31/10/2016|01/10/2016|01/01/2017|01/04/2017|30/05/2017|t|31/10/2016||
3991|367|30/11/2005|01/11/2005|01/02/2006|01/05/2006|29/06/2006|t|30/11/2005||15/12/2005
3992|367|30/11/2006|01/11/2006|01/02/2007|01/05/2007|29/06/2007|t|30/11/2006||30/12/2006
3993|367|30/11/2007|01/11/2007|01/02/2008|01/05/2008|29/06/2008|t|30/11/2007||31/12/2007
3994|367|30/06/2008|01/06/2008|01/09/2008|01/12/2008|29/01/2009|t|30/06/2008||31/12/2008
3995|367|30/06/2009|01/06/2009|01/09/2009|01/12/2009|29/01/2010|t|30/06/2009||30/06/2009
3996|367|30/06/2010|01/06/2010|01/09/2010|01/12/2010|29/01/2011|t|30/06/2010||31/12/2010
3997|367|30/06/2011|01/06/2011|01/09/2011|01/12/2011|29/01/2012|t|30/06/2011||31/12/2011
3998|367|30/06/2012|01/06/2012|01/09/2012|01/12/2012|29/01/2013|t|30/06/2012||31/12/2012
4051|370|31/12/1988|01/12/1988|01/03/1989|01/06/1989|30/07/1989|t|31/12/1988||30/06/1989
3999|367|30/06/2013|01/06/2013|01/09/2013|01/12/2013|29/01/2014|t|30/06/2013||31/12/2013
4053|370|31/12/1990|01/12/1990|01/03/1991|01/06/1991|30/07/1991|t|31/12/1990||29/06/1991
4001|367|30/06/2015|01/06/2015|01/09/2015|01/12/2015|29/01/2016|t|30/06/2015||31/12/2015
4005|368|31/12/2001|01/12/2001|01/03/2002|01/06/2002|30/07/2002|t|31/12/2001||11/01/2002
4021|368|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
4007|368|31/12/2003|01/12/2003|01/03/2004|01/06/2004|30/07/2004|t|31/12/2003||31/01/2004
4009|368|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005||17/04/2006
4011|368|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007||30/06/2008
4013|368|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||30/06/2010
4015|368|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011||30/06/2012
4017|368|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013||30/06/2014
4019|368|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||14/06/2016
4023|369|31/12/1994|01/12/1994|01/03/1995|01/06/1995|30/07/1995|t|31/12/1994||23/07/1995
4045|369|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
4025|369|31/12/1996|01/12/1996|01/03/1997|01/06/1997|30/07/1997|t|31/12/1996||15/05/1997
4027|369|31/12/1998|01/12/1998|01/03/1999|01/06/1999|30/07/1999|t|31/12/1998||15/07/1999
4029|369|31/12/2000|01/12/2000|01/03/2001|01/06/2001|30/07/2001|t|31/12/2000||22/10/2001
4031|369|31/12/2002|01/12/2002|01/03/2003|01/06/2003|30/07/2003|t|31/12/2002||22/10/2003
4033|369|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|31/12/2004||24/10/2005
4035|369|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||24/04/2007
4037|369|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008||02/06/2009
4039|369|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010||30/06/2011
4041|369|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||25/06/2013
4043|369|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||30/06/2015
4075|370|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|f||30/06/2013|
4077|370|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|f||30/06/2015|
4079|370|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
4049|370|31/12/1986|01/12/1986|01/03/1987|01/06/1987|30/07/1987|t|31/12/1986||30/06/1987
4055|370|31/12/1992|01/12/1992|01/03/1993|01/06/1993|30/07/1993|t|31/12/1992||30/06/1993
4057|370|31/12/1994|01/12/1994|01/03/1995|01/06/1995|30/07/1995|t|31/12/1994||30/06/1995
4059|370|31/12/1996|01/12/1996|01/03/1997|01/06/1997|30/07/1997|t|31/12/1996||10/06/1997
4061|370|31/12/1998|01/12/1998|01/03/1999|01/06/1999|30/07/1999|t|31/12/1998||30/06/1999
4063|370|31/12/2000|01/12/2000|01/03/2001|01/06/2001|30/07/2001|t|31/12/2000||30/06/2001
4065|370|31/12/2002|01/12/2002|01/03/2003|01/06/2003|30/07/2003|t|31/12/2002||30/06/2003
4067|370|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|31/12/2004||30/06/2005
4069|370|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||30/06/2007
4071|370|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008||30/06/2009
4073|370|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010||29/12/2011
4082|371|31/12/1981|01/12/1981|01/03/1982|01/06/1982|30/07/1982|t|31/12/1981||09/03/1982
4112|371|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|f||30/06/2012|
4084|371|31/12/1983|01/12/1983|01/03/1984|01/06/1984|30/07/1984|t|31/12/1983||30/06/1984
4086|371|31/12/1985|01/12/1985|01/03/1986|01/06/1986|30/07/1986|t|31/12/1985||30/06/1986
4088|371|31/12/1987|01/12/1987|01/03/1988|01/06/1988|30/07/1988|t|31/12/1987||30/06/1988
4090|371|31/12/1989|01/12/1989|01/03/1990|01/06/1990|30/07/1990|t|31/12/1989||30/06/1990
4092|371|31/12/1991|01/12/1991|01/03/1992|01/06/1992|30/07/1992|t|31/12/1991||29/06/1992
4094|371|31/12/1993|01/12/1993|01/03/1994|01/06/1994|30/07/1994|t|31/12/1993||30/06/1994
4096|371|31/12/1995|01/12/1995|01/03/1996|01/06/1996|30/07/1996|t|31/12/1995||30/06/1996
4098|371|31/12/1997|01/12/1997|01/03/1998|01/06/1998|30/07/1998|t|31/12/1997||30/06/1998
4100|371|31/12/1999|01/12/1999|01/03/2000|01/06/2000|30/07/2000|t|31/12/1999||30/06/2000
4102|371|31/12/2001|01/12/2001|01/03/2002|01/06/2002|30/07/2002|t|31/12/2001||30/06/2002
4104|371|31/12/2003|01/12/2003|01/03/2004|01/06/2004|30/07/2004|t|31/12/2003||30/06/2004
4106|371|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005||30/06/2006
4108|371|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007||30/06/2008
4110|371|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||29/12/2011
7308|689|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|f||30/06/2011|
7310|689|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|f||30/06/2013|
7312|689|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|f||30/06/2015|
7314|689|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
7300|689|31/12/2002|01/12/2002|01/03/2003|01/06/2003|30/07/2003|t|31/12/2002||29/04/2003
7302|689|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|31/12/2004||30/06/2005
7304|689|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||30/06/2007
7306|689|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008||30/06/2009
7319|690|31/05/2007|01/05/2007|01/08/2007|01/11/2007|30/12/2007|t|31/05/2007||30/11/2013
4003|367|30/06/2017|01/06/2017|01/09/2017|01/12/2017|29/01/2018|t|26/01/2018|28/12/2017|
4050|370|31/12/1987|01/12/1987|01/03/1988|01/06/1988|30/07/1988|t|31/12/1987||30/06/1988
4000|367|30/06/2014|01/06/2014|01/09/2014|01/12/2014|29/01/2015|t|30/06/2014||31/12/2014
4052|370|31/12/1989|01/12/1989|01/03/1990|01/06/1990|30/07/1990|t|31/12/1989||30/06/1990
4002|367|30/06/2016|01/06/2016|01/09/2016|01/12/2016|29/01/2017|t|30/06/2016||31/12/2016
4006|368|31/12/2002|01/12/2002|01/03/2003|01/06/2003|30/07/2003|t|31/12/2002||31/01/2003
4008|368|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|31/12/2004||30/04/2005
4010|368|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||11/06/2007
4012|368|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008||06/04/2009
4014|368|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010||30/06/2011
4016|368|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||30/06/2013
4018|368|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||30/06/2015
4020|368|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||30/06/2017
4123|374|31/10/2017|01/10/2017|01/01/2018|01/04/2018|30/05/2018|f||30/04/2018|
4046|369|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
4024|369|31/12/1995|01/12/1995|01/03/1996|01/06/1996|30/07/1996|t|31/12/1995||23/07/1996
4026|369|31/12/1997|01/12/1997|01/03/1998|01/06/1998|30/07/1998|t|31/12/1997||15/05/1998
4028|369|31/12/1999|01/12/1999|01/03/2000|01/06/2000|30/07/2000|t|31/12/1999||15/10/2000
4030|369|31/12/2001|01/12/2001|01/03/2002|01/06/2002|30/07/2002|t|31/12/2001||22/10/2002
4032|369|31/12/2003|01/12/2003|01/03/2004|01/06/2004|30/07/2004|t|31/12/2003||22/10/2004
4034|369|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005||24/10/2006
4036|369|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007||30/06/2008
4038|369|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009||22/06/2010
4040|369|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011||30/06/2012
4042|369|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013||30/06/2014
4044|369|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||30/06/2016
4048|370|31/12/1985|01/12/1985|01/03/1986|01/06/1986|30/07/1986|t|31/12/1985||30/06/1986
4074|370|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|f||30/06/2012|
4076|370|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|f||30/06/2014|
4078|370|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|f||30/06/2016|
4080|370|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
4054|370|31/12/1991|01/12/1991|01/03/1992|01/06/1992|30/07/1992|t|31/12/1991||29/06/1992
4056|370|31/12/1993|01/12/1993|01/03/1994|01/06/1994|30/07/1994|t|31/12/1993||30/06/1994
4058|370|31/12/1995|01/12/1995|01/03/1996|01/06/1996|30/07/1996|t|31/12/1995||30/06/1996
4060|370|31/12/1997|01/12/1997|01/03/1998|01/06/1998|30/07/1998|t|31/12/1997||30/06/1998
4062|370|31/12/1999|01/12/1999|01/03/2000|01/06/2000|30/07/2000|t|31/12/1999||30/06/2000
4064|370|31/12/2001|01/12/2001|01/03/2002|01/06/2002|30/07/2002|t|31/12/2001||30/06/2002
4066|370|31/12/2003|01/12/2003|01/03/2004|01/06/2004|30/07/2004|t|31/12/2003||30/06/2004
4068|370|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005||30/06/2006
4070|370|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007||30/06/2008
4111|371|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|f||30/06/2011|
4113|371|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|f||30/06/2013|
4115|371|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|f||30/06/2015|
4117|371|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
4083|371|31/12/1982|01/12/1982|01/03/1983|01/06/1983|30/07/1983|t|31/12/1982||09/06/1983
4085|371|31/12/1984|01/12/1984|01/03/1985|01/06/1985|30/07/1985|t|31/12/1984||30/06/1985
4087|371|31/12/1986|01/12/1986|01/03/1987|01/06/1987|30/07/1987|t|31/12/1986||30/06/1987
4089|371|31/12/1988|01/12/1988|01/03/1989|01/06/1989|30/07/1989|t|31/12/1988||30/06/1989
4091|371|31/12/1990|01/12/1990|01/03/1991|01/06/1991|30/07/1991|t|31/12/1990||29/06/1991
4093|371|31/12/1992|01/12/1992|01/03/1993|01/06/1993|30/07/1993|t|31/12/1992||30/06/1993
