fs_id,company_id,fs_date,fs_reminderdate1,fs_reminderdate2,fs_reminderdate3,fs_submissiondate,fs_status,fs_fileddate,fs_deadline,fs_agm
408,37,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-13
415,38,2006-06-30,2006-06-01,2006-09-01,2006-12-01,2007-01-29,t,2006-06-30,2006-12-30,2017-10-13
417,38,2007-06-30,2007-06-01,2007-09-01,2007-12-01,2008-01-29,t,2007-06-30,2007-12-30,2017-10-13
419,38,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,2008-12-30,2017-10-13
421,38,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,2009-12-30,2017-10-13
438,39,2006-04-30,2006-04-01,2006-07-01,2006-10-01,2006-11-29,t,2006-04-30,2006-10-30,2017-10-13
442,39,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,2008-12-30,2017-10-13
444,39,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,2009-12-30,2017-10-13
446,39,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,2010-12-30,2017-10-13
448,39,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,2011-12-30,2017-10-13
450,39,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,2012-12-30,2017-10-13
452,39,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,2013-12-30,2017-10-13
454,39,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,2014-12-30,2017-10-13
456,39,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,2015-12-30,2017-10-13
458,39,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,2016-12-30,2017-10-13
461,40,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,2000-06-30,2017-10-13
463,40,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,2001-06-30,2017-10-13
465,40,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,2002-06-30,2017-10-13
467,40,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,2003-06-30,2017-10-13
469,40,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,2004-06-30,2017-10-13
471,40,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,2005-06-30,2017-10-13
473,40,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,2006-06-30,2017-10-13
475,40,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,2007-06-30,2017-10-13
477,40,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-13
479,40,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-13
481,40,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-13
483,40,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-13
485,40,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-13
487,40,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-13
489,40,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-13
490,40,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-13
492,40,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-13
494,40,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-13
495,40,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
497,41,1995-12-31,1995-12-01,1996-03-01,1996-06-01,1996-07-30,t,1995-12-31,1996-06-30,2017-10-13
499,41,1996-12-31,1996-12-01,1997-03-01,1997-06-01,1997-07-30,t,1996-12-31,1997-06-30,2017-10-13
501,41,1997-12-31,1997-12-01,1998-03-01,1998-06-01,1998-07-30,t,1997-12-31,1998-06-30,2017-10-13
503,41,1998-12-31,1998-12-01,1999-03-01,1999-06-01,1999-07-30,t,1998-12-31,1999-06-30,2017-10-13
505,41,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,2000-06-30,2017-10-13
507,41,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,2001-06-30,2017-10-13
509,41,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,2002-06-30,2017-10-13
511,41,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,2003-06-30,2017-10-13
513,41,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,2004-06-30,2017-10-13
515,41,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,2005-06-30,2017-10-13
517,41,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,2006-06-30,2017-10-13
519,41,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,2007-06-30,2017-10-13
521,41,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-13
523,41,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-13
525,41,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-13
527,41,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-13
529,41,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-13
531,41,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-13
533,41,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-13
535,41,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-13
537,41,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-13
539,41,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-13
540,41,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
542,42,2001-03-31,2001-03-01,2001-06-01,2001-09-01,2001-10-30,t,2001-03-31,2001-09-30,2017-10-13
544,42,2002-03-31,2002-03-01,2002-06-01,2002-09-01,2002-10-30,t,2002-03-31,2002-09-30,2017-10-13
546,42,2003-03-31,2003-03-01,2003-06-01,2003-09-01,2003-10-30,t,2003-03-31,2003-09-30,2017-10-13
548,42,2004-03-31,2004-03-01,2004-06-01,2004-09-01,2004-10-30,t,2004-03-31,2004-09-30,2017-10-13
550,42,2005-03-31,2005-03-01,2005-06-01,2005-09-01,2005-10-30,t,2005-03-31,2005-09-30,2017-10-13
552,42,2006-03-31,2006-03-01,2006-06-01,2006-09-01,2006-10-30,t,2006-03-31,2006-09-30,2017-10-13
554,42,2007-03-31,2007-03-01,2007-06-01,2007-09-01,2007-10-30,t,2007-03-31,2007-09-30,2017-10-13
556,42,2008-03-31,2008-03-01,2008-06-01,2008-09-01,2008-10-30,t,2008-03-31,2008-09-30,2017-10-13
558,42,2009-03-31,2009-03-01,2009-06-01,2009-09-01,2009-10-30,t,2009-03-31,2009-09-30,2017-10-13
560,42,2010-03-31,2010-03-01,2010-06-01,2010-09-01,2010-10-30,t,2010-03-31,2010-09-30,2017-10-13
562,42,2011-03-31,2011-03-01,2011-06-01,2011-09-01,2011-10-30,t,2011-03-31,2011-09-30,2017-10-13
564,42,2012-03-31,2012-03-01,2012-06-01,2012-09-01,2012-10-30,t,2012-03-31,2012-09-30,2017-10-13
566,42,2013-03-31,2013-03-01,2013-06-01,2013-09-01,2013-10-30,t,2013-03-31,2013-09-30,2017-10-13
1257,102,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-17
568,42,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,t,2014-03-31,2014-09-30,2017-10-13
570,42,2015-03-31,2015-03-01,2015-06-01,2015-09-01,2015-10-30,t,2015-03-31,2015-09-30,2017-10-13
572,42,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,t,2016-03-31,2016-09-30,2017-10-13
575,43,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,2000-06-30,2017-10-13
577,43,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,2001-06-30,2017-10-13
579,43,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,2002-06-30,2017-10-13
2084,155,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2010-06-29
581,43,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,2003-06-30,2017-10-13
583,43,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,2004-06-30,2017-10-13
585,43,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,2005-06-30,2017-10-13
694,47,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
587,43,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,2006-06-30,2017-10-13
589,43,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,2007-06-30,2017-10-13
591,43,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-13
593,43,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-13
2094,155,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2015-06-26
595,43,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-13
597,43,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-13
599,43,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-13
601,43,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-13
603,43,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-13
605,43,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-13
607,43,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-13
609,43,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-13
610,43,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
612,44,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,2016-12-30,2017-10-13
615,45,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,2007-06-30,2017-10-13
617,45,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-13
619,45,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-13
621,45,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-13
623,45,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-13
625,45,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-13
627,45,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-13
629,45,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-13
631,45,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-13
633,45,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-13
635,45,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-13
638,46,2004-03-31,2004-03-01,2004-06-01,2004-09-01,2004-10-30,t,2004-03-31,2004-09-30,2017-10-13
640,46,2005-03-31,2005-03-01,2005-06-01,2005-09-01,2005-10-30,t,2005-03-31,2005-09-30,2017-10-13
642,46,2006-03-31,2006-03-01,2006-06-01,2006-09-01,2006-10-30,t,2006-03-31,2006-09-30,2017-10-13
644,46,2007-03-31,2007-03-01,2007-06-01,2007-09-01,2007-10-30,t,2007-03-31,2007-09-30,2017-10-13
646,46,2008-03-31,2008-03-01,2008-06-01,2008-09-01,2008-10-30,t,2008-03-31,2008-09-30,2017-10-13
648,46,2009-03-31,2009-03-01,2009-06-01,2009-09-01,2009-10-30,t,2009-03-31,2009-09-30,2017-10-13
650,46,2010-03-31,2010-03-01,2010-06-01,2010-09-01,2010-10-30,t,2010-03-31,2010-09-30,2017-10-13
652,46,2011-03-31,2011-03-01,2011-06-01,2011-09-01,2011-10-30,t,2011-03-31,2011-09-30,2017-10-13
654,46,2012-03-31,2012-03-01,2012-06-01,2012-09-01,2012-10-30,t,2012-03-31,2012-09-30,2017-10-13
656,46,2013-03-31,2013-03-01,2013-06-01,2013-09-01,2013-10-30,t,2013-03-31,2013-09-30,2017-10-13
658,46,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,t,2014-03-31,2014-09-30,2017-10-13
661,47,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-16
663,47,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-16
2080,155,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2008-06-30
719,49,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-16
721,49,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-16
679,47,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-16
681,47,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-16
683,47,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2012-12-31,2012-06-30,2017-10-16
685,47,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-16
687,47,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-16
689,47,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-16
691,47,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-16
693,47,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-16
696,48,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,2016-04-30,2017-10-16
699,49,1997-12-31,1997-12-01,1998-03-01,1998-06-01,1998-07-30,t,1997-12-31,1998-06-30,2017-10-16
701,49,1998-12-31,1998-12-01,1999-03-01,1999-06-01,1999-07-30,t,1998-12-31,1999-06-30,2017-10-16
703,49,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,2000-06-30,2017-10-16
705,49,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,2001-06-30,2017-10-16
707,49,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,2002-06-30,2017-10-16
709,49,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,2003-06-30,2017-10-16
711,49,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,2004-06-30,2017-10-16
713,49,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,2005-06-30,2017-10-16
715,49,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,2006-06-30,2017-10-16
717,49,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,2007-06-30,2017-10-16
723,49,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-16
725,49,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-16
727,49,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-16
729,49,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-16
731,49,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-16
733,49,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-16
735,49,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-16
737,49,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-16
738,49,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
759,51,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,2000-06-30,2017-10-16
761,51,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,2001-06-30,2017-10-16
763,51,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,2002-06-30,2017-10-16
765,51,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,2003-06-30,2017-10-16
767,51,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,2004-06-30,2017-10-16
769,51,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,2005-06-30,2017-10-16
771,51,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,2006-06-30,2017-10-16
773,51,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,2007-06-30,2017-10-16
775,51,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-16
777,51,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-16
779,51,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-16
781,51,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-16
783,51,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-16
785,51,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-16
787,51,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-16
789,51,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-16
791,51,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-16
794,51,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
793,51,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-16
929,68,2005-07-31,2005-07-01,2005-10-01,2006-01-01,2006-03-02,t,2005-07-31,2006-01-31,2017-10-16
796,52,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-16
800,54,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-16
802,54,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-16
804,54,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-16
806,54,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-16
808,54,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-16
931,68,2006-07-31,2006-07-01,2006-10-01,2007-01-01,2007-03-02,t,2006-07-31,2007-01-31,2017-10-16
933,68,2007-07-31,2007-07-01,2007-10-01,2008-01-01,2008-03-01,t,2007-07-31,2008-01-31,2017-10-16
2643,203,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2008-06-30
986,70,2014-08-31,2014-08-01,2014-11-01,2015-02-01,2015-03-30,t,2014-08-31,2015-02-28,2017-10-16
824,55,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
1053,73,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
831,56,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
988,70,2015-08-31,2015-08-01,2015-11-01,2016-02-01,2016-03-30,t,2015-08-31,2016-02-29,2017-10-16
990,70,2016-08-31,2016-08-01,2016-11-01,2017-02-01,2017-03-30,t,2016-08-31,2017-02-28,2017-10-16
991,70,2018-08-31,2018-08-01,2018-11-01,2019-02-01,2019-03-30,f,"",2019-02-28,
1073,77,2018-05-31,2018-05-01,2018-08-01,2018-11-01,2018-12-30,f,"",2018-11-30,
1055,74,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,2016-04-30,2017-10-17
1058,75,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-17
1060,75,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-17
1063,76,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-17
1065,76,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,2013-12-30,2017-10-17
1067,76,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,2014-12-30,2017-10-17
1069,76,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,2015-12-30,2017-10-17
1075,78,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,2004-06-30,2017-10-17
1077,78,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,2005-06-30,2017-10-17
1079,78,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,2006-06-30,2017-10-17
1081,78,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,2007-06-30,2017-10-17
1083,78,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,2008-06-30,2017-10-17
1085,78,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,2009-06-30,2017-10-17
1087,78,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,2010-06-30,2017-10-17
1089,78,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,2011-06-30,2017-10-17
1091,78,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,2012-06-30,2017-10-17
1093,78,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,2013-06-30,2017-10-17
1095,78,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,2014-06-30,2017-10-17
1097,78,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,2015-06-30,2017-10-17
1099,78,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-17
1101,78,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,2017-06-30,2017-10-17
1102,78,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
1104,79,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,2016-06-30,2017-10-17
1106,79,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2017-10-17,2017-06-30,2017-10-17
1107,79,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
1109,80,1998-10-31,1998-10-01,1999-01-01,1999-04-01,1999-05-30,t,1998-10-31,1999-04-30,2017-10-17
1111,80,1999-10-31,1999-10-01,2000-01-01,2000-04-01,2000-05-30,t,1999-10-31,2000-04-30,2017-10-17
1113,80,2000-10-31,2000-10-01,2001-01-01,2001-04-01,2001-05-30,t,2000-10-31,2001-04-30,2017-10-17
1115,80,2001-10-31,2001-10-01,2002-01-01,2002-04-01,2002-05-30,t,2001-10-31,2002-04-30,2017-10-17
1117,80,2002-10-31,2002-10-01,2003-01-01,2003-04-01,2003-05-30,t,2002-10-31,2003-04-30,2017-10-17
1119,80,2003-10-31,2003-10-01,2004-01-01,2004-04-01,2004-05-30,t,2003-10-31,2004-04-30,2017-10-17
1121,80,2004-10-31,2004-10-01,2005-01-01,2005-04-01,2005-05-30,t,2004-10-31,2005-04-30,2017-10-17
1123,80,2005-10-31,2005-10-01,2006-01-01,2006-04-01,2006-05-30,t,2005-10-31,2006-04-30,2017-10-17
1125,80,2006-10-31,2006-10-01,2007-01-01,2007-04-01,2007-05-30,t,2006-10-31,2007-04-30,2017-10-17
1127,80,2007-10-31,2007-10-01,2008-01-01,2008-04-01,2008-05-30,t,2007-10-31,2008-04-30,2017-10-17
1129,80,2008-10-31,2008-10-01,2009-01-01,2009-04-01,2009-05-30,t,2008-10-31,2009-04-30,2017-10-17
797,52,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
