case_id|job_id|case_no|case_entrydate|case_case|case_particular|case_remark|case_tempkey|case_casebillingdescription
800|712|3|2018-03-14|S105|TrSh: Hew (1) #004 --> Lee (1) #005|""|72018-03-14T14:49:21.738|Transfer of share(s)
801|713|1|2018-03-14|S27|Name Reservation - Cashlotus Mutiara SB|""|72018-03-14T15:15:07.674|Name Reservation-
802|714|1|2018-03-14|CTC|CTC|""|92018-03-14T15:20:27.240|Certified True Copies 
803|715|1|2018-03-14|AR/AGM|"AR@2018-03-06
"|""|112018-03-14T15:30:56.314|Annual Return
804|716|1|2018-03-14|AR/AGM|AR@2018-03-06|""|72018-03-14T15:33:08.351|Annual Return
805|717|1|2018-03-14|AR/AGM|AR@2018-03-30|""|92018-03-14T15:51:02.743|Annual Return
808|719|1|2018-03-14|AR/AGM|AR@2018-03-11|""|72018-03-14T16:35:53.672|Annual Return
809|720|1|2018-03-14|SecFee|- From [2018-03-04 to 2019-03-03]|""|22018-03-14T17:13:02.716|Secretarial Fee + Registered Office
810|721|1|2018-03-14|SecFee|- From [2018-03-05 to 2019-03-04]|""|22018-03-14T17:19:52.222|Secretarial Fee + Registered Office
1056|934|1|2018-03-30|CTC|""|""|52018-03-30T17:55:40.214|Certified True Copies 
1071|949|1|2018-04-02|S58|"Change of Secretaries
-Appt KSS
-Resign KBT "|""|82018-04-02T17:56:57.708|F49-ResDir/Change Information
1086|964|1|2018-04-03|PurVeh|Purchase of MV - Honda HRV 1.8|""|42018-04-03T17:18:45.603|Vehicle Purchase/disposal
811|722|1|2018-03-14|Misc|Arrangement of Stamping with LHDN - Advisory Agreement between Amprex International Sdn. Bhd. & Bike O Malaysia Sdn. Bhd.|""|42018-03-14T17:24:25.544|Non-secretarial assignments
812|723|1|2018-03-14|CTC|3 sets CTC of DCRs accept credit facilities of RM543,180.00 with Public Bank Berhad|""|42018-03-14T17:45:29.802|Certified True Copies 
814|725|1|2018-03-14|BkOp|Open Bank Account - MBB |""|82018-03-14T18:51:47.590|Bank-Open Account[s]
815|726|1|2018-03-15|Object|Change AA - Clause 1, 3 & 5 |""|82018-03-15T09:23:46.459|Change of Object Clause(s)/Article(s)
816|727|1|2018-03-15|CTC|1 set CTC Section 68 dated 22 Nov 2017 and 2 sets CTC of Form 34 dated 18 July 2014|""|42018-03-15T09:24:43.366|Certified True Copies 
1098|974|1|2018-04-04|S15|"Incorporation
"|""|92018-04-04T16:49:28.333|Incorporation
819|730|1|2018-03-15|SecFee|- From [2017-03-06 to 2018-03-05]|""|22018-03-15T12:19:16.944|Secretarial Fee + Registered Office
820|731|1|2018-03-15|S58|Change Passport - Cameron |""|82018-03-15T12:24:38.354|F49-ResDir/Change Information
1121|989|1|2018-04-06|AR/AGM|Annual Return @ 2018-03-10|""|82018-04-06T08:57:54.306|Annual Return
821|732|1|2018-03-15|SecFee|- From [2018-03-07 to 2019-03-06]|""|22018-03-15T12:24:22.592|Secretarial Fee + Registered Office
822|733|1|2018-03-15|S105|"Transfer share 
- Sharifah to Fatemah/ Frederick 
- Baharudin to Fatemah/ Frederick "|""|82018-03-15T12:52:03.821|Transfer of share(s)
823|734|1|2018-03-15|S58|"Change of Director 
- Appt Fatemah
- Appt Frederick "|""|82018-03-15T13:01:15.277|F49-ResDir/Change Information
824|735|1|2018-03-15|BkOp|Open Bank Account with CIMB|""|52018-03-15T13:15:09.727|Bank-Open Account[s]
825|736|1|2018-03-15|AR/AGM|Annual Return @ 2018-03-15|""|72018-03-15T13:41:16.576|Annual Return
826|736|2|2018-03-15|S36|"Change of M&A: 
- AA Amend Art 1 & 3(a), Insert Art 3(d) & 7
- MA Delete Art 6"|""|72018-03-15T13:41:16.576|M&A/Constitution changes
827|736|3|2018-03-15|S58|Resignation of Director - Mohd Hazree Bin Johari|""|72018-03-15T13:41:16.576|F49-ResDir/Change Information
828|736|4|2018-03-15|S105|S105 - Hazree #006 transfer to Farid (1) #007 |""|72018-03-15T13:41:16.576|Transfer of share(s)
829|736|5|2018-03-15|BkChsig|RHB - Chg Signatory (Solely signed by Farid)|""|72018-03-15T13:41:16.576|Bank-Change Signatories
1141|1008|1|2018-04-09|S36|Modify Object Caluse (ii) |""|32018-04-09T09:45:18.734|M&A/Constitution changes
1151|1017|1|2018-04-09|S58|SSM CTC-Section 58|""|52018-04-09T15:30:24.949|F49-ResDir/Change Information
1159|1022|1|2018-04-09|CTC|-AR@2017|""|112018-04-09T17:00:35.122|Certified True Copies 
830|737|1|2018-03-15|IntBanking|Change of Authorised Representative for internet banking with Ambank (M) Sdn. Bhd.|""|42018-03-15T14:00:27.032|Internet Banking
831|738|1|2018-03-15|AR/AGM|AR@2018-04-11|""|72018-03-15T14:50:06.310|Annual Return
1166|1029|1|2018-04-10|AC|Financial Statement @ 2017-10- 31|""|82018-04-10T10:28:51.950|Financial Statement
1173|1036|1|2018-04-11|CTC|"S14, S15, ROA, ROM, S46(3), S58, DCR OPBK, Directors I/C & S105 (x3)
-for MOF purpose"|""|52018-04-11T10:51:26.707|Certified True Copies 
1179|1042|1|2018-04-11|PD 2/2017|Change of Business Address|""|52018-04-11T17:37:12.844|Biz/Branch Add/Nature of biz changes
1183|1046|1|2018-04-12|CTC|Certified True Copy- AR (x5)|""|52018-04-12T11:58:46.313|Certified True Copies 
832|739|1|2018-03-15|IntBanking|"Internet Banking
- Access Maybank2u
- Public Bank Berhad "|""|82018-03-15T15:02:36.398|Internet Banking
1188|1051|1|2018-04-12|AR/AGM|AR@2018-04-08|""|92018-04-12T16:15:43.234|Annual Return
1193|1056|1|2018-04-13|AR/AGM|AR@2018-04-28|""|92018-04-13T08:41:56.572|Annual Return
1198|1060|1|2018-04-13|S36|"-Change of Memorandum & Aritcle of Association
-Financial Statement@2017-12-31

"|""|112018-04-13T11:47:18.626|M&A/Constitution changes
1203|1065|1|2018-04-13|CPO|Purchase of CPO/Idaman|""|42018-04-13T16:23:56.481|Purchase of CPO/Idaman
1207|1069|1|2018-04-16|CTC|"Certified True Copies@2018-04-16
"|""|112018-04-16T09:16:36.729|Certified True Copies 
1211|1073|1|2018-04-16|AC|FS@2017-10-31|""|92018-04-16T11:05:31.497|Financial Statement
1215|1077|1|2018-04-16|S36|"-Change of Memorandum & Aritcle of Association
-Financial Statement@2017-12-31"|""|112018-04-16T14:56:59.262|M&A/Constitution changes
1219|1081|1|2018-04-16|CTC|F24, F49, S58 , F44, I/C Director, M&A(1set)|""|62018-04-16T17:26:46.291|Certified True Copies 
1222|1084|1|2018-04-17|PD 2/2017|Purchase CTC PD 2/2017|""|72018-04-17T12:26:37.034|Biz/Branch Add/Nature of biz changes
1226|1088|1|2018-04-17|CTC|Form 32A (all set) x2|""|52018-04-17T14:53:57.533|Certified True Copies 
1229|1090|1|2018-04-17|ChAud|Change Auditor, Tax Agents & FYE 31 December 2017|""|42018-04-17T16:29:12.474|Change of Auditor
1232|1093|1|2018-04-17|PurPro|Purchase of property ( a piece of land held under individual Title GM 61, Lot 2791, Mukim Setapak) |""|52018-04-17T18:06:42.114|Property Purchase-DCR/MCR
1235|1096|1|2018-04-18|DCR|DCR - Commercial Credit Facility (MBB)|""|32018-04-18T10:40:44.716|Misc Director Resolution-
1238|1099|1|2018-04-18|OpBk|Open Bank Current Account - Bank Muamalat |""|82018-04-18T14:13:02.841|Open Bank Account(s)
1240|1101|1|2018-04-18|DCR|DCR - Acceptance of Property Title Transfer|""|32018-04-18T16:36:06.067|Misc Director Resolution-
1241|1101|2|2018-04-18|BkFac|Credit Facility - Public Bank|""|32018-04-18T16:36:06.067|Bank-Facilities
1244|1104|1|2018-04-19|S58|Resignation of Director - LYK|""|72018-04-19T11:44:02.067|F49-ResDir/Change Information
1245|1104|2|2018-04-19|ChBkSig|ChgBkSig - Remove LYK (Citibank Berhad)|""|72018-04-19T11:44:02.067|Changing Banking Signatory
833|740|1|2018-03-15|S78|Increase of PUC to RM200,000 (Cash)|""|22018-03-15T15:37:04.445|Increase in Paid Up Capital-Cash
834|741|1|2018-03-15|Div|Declaration of RM1,109,000.00 dividend (1/2018, #004)|""|52018-03-15T16:45:59.434|Issuance of Dividends
835|742|1|2018-03-15|CTC|"Certified True Copy
-Form 9
-Form 24
-Form 11
-Acc 2015
-Acc 2016
-License from Finas"|request by Adam @ 2018-03-15|52018-03-15T16:51:38.623|Certified True Copies 
836|743|1|2018-03-15|CTC|"-Form 9
-Form 11
-Form 24
-Form 49
-Finas License
-MOF License
-Acc 2015
-Acc 2016
-Acc 2017"|""|52018-03-15T16:56:46.884|Certified True Copies 
837|744|1|2018-03-15|Chg Sec|Change Secretary and Registered Office|""|52018-03-15T18:17:51.729|Change of Secretary
838|745|1|2018-03-15|T.O.|"- DCR, S58, S46 & Service Letter.
- Update MyCOID.
- Review & set up Sec File."|""|22018-03-15T19:56:00.696|Take Over Secretarial File(s)
1057|935|1|2018-04-02|FYE|"Appointment of Auditor & Tax Agent, Fixing of FYE
"|""|112018-04-02T13:02:04.879|Fixing Financial Year End-DCR
840|747|1|2018-03-16|AC|"FS@2017-10-31
"|""|92018-03-16T09:47:16.466|Financial Statement
841|748|1|2018-03-16|DeReg|Deregistration |""|82018-03-16T11:16:28.502|De-registration
842|749|1|2018-03-16|TenAgr|Renewal of Tenancy Agreement (x2) - Verdana & Mont Kiara|""|22018-03-16T12:16:03.523|Tenancy Agreement (s)-DCR
843|749|2|2018-03-16|FYE|Appointment of Auditor & Tax Agent, Fixing of FYE|""|22018-03-16T12:16:03.523|Fixing Financial Year End-DCR
844|749|3|2018-03-16|S36|Amendment of M&A|""|22018-03-16T12:16:03.523|M&A/Constitution changes
845|749|4|2018-03-16|AC|FS@2017-10-31|""|22018-03-16T12:16:03.523|Financial Statement
1072|950|1|2018-04-02|S58|Change of Passport - Daniel Endres|""|42018-04-02T18:09:49.956|F49-ResDir/Change Information
1087|965|1|2018-04-03|AC|FS @ 2017-12-31|""|122018-04-03T17:27:43.294|Financial Statement
846|750|1|2018-03-16|CPO|Purchase of CPO|""|92018-03-16T12:49:52.571|Purchase of CPO/Idaman
848|751|1|2018-03-16|SecFee|Secretarial Fee + Registered Office - From 15 March 2018 to 14 March 2019|""|42018-03-16T16:34:09.612|Secretarial Fee + Registered Office
849|752|1|2018-03-16|S236|Post Incorporation documents & Set up Sec File|""|42018-03-16T16:35:24.749|Appointment of Secretary
1099|975|1|2018-04-04|PurVeh|Purchase MV under registration no. WLL9783 & T/WA9153 from MEECON ENGINEERING & TRADING SDN. BHD.|""|42018-04-04T17:25:49.416|Vehicle Purchase/disposal
851|754|1|2018-03-16|BkFac|Banking Facilities - Malayan Banking Berhad |""|82018-03-16T17:07:38.135|Bank-Facilities
1111|981|1|2018-04-05|AR/AGM|Annual Return @ 2018-04-18|""|122018-04-05T11:54:49.413|Annual Return
1122|990|1|2018-04-06|CTC|"Certified True Copies (CTC)
- Form 49(..x3), S58(..x3), F44(..x3), F24(..x3)"|""|82018-04-06T09:16:15.673|Certified True Copies 
1132|1000|1|2018-04-06|CTC|Certified True Copies@2018-04-06|""|112018-04-06T17:09:12.077|Certified True Copies 
855|756|1|2018-03-16|S36|Chg M&A (Full amend)|""|72018-03-16T17:25:02.710|M&A/Constitution changes
856|756|2|2018-03-16|S58|Resign Director: Chou Chok Seen|""|72018-03-16T17:25:02.710|F49-ResDir/Change Information
857|756|3|2018-03-16|S105|Transfer Shares: Chou #002 to Wong #003 (1)|""|72018-03-16T17:25:02.710|Transfer of share(s)
847|1|1|2018-03-16|SecFee|Secretarial Fee + Registered Office - from 15 March 2018 to 14 March 2019|""|42018-03-16T16:12:55.810|Secretarial Fee + Registered Office
858|757|1|2018-03-19|Misc|Stamping Declaration of Trust|""|52018-03-19T09:52:00.261|Non-secretarial assignments
859|758|1|2018-03-19|AR/AGM|AR@2018-03-16|""|92018-03-19T09:53:05.536|Annual Return
860|759|1|2018-03-19|AR/AGM|Annual Return @ 2018-04-01|""|122018-03-19T10:44:22.444|Annual Return
861|760|1|2018-03-19|CTC|F9, F49, S58, S78, M&A (1set)|""|62018-03-19T12:58:28.105|Certified True Copies 
862|761|1|2018-03-19|AC|Financial Statement @ 2017-12-31 |""|82018-03-19T14:33:33.457|Financial Statement
863|762|1|2018-03-19|BkFac|Supplementary Letter Offer |""|82018-03-19T15:37:02.627|Bank-Facilities
864|763|1|2018-03-19|CTC|CTC|""|92018-03-19T15:54:15.679|Certified True Copies 
865|764|1|2018-03-19|Misc|Order Rubber Stamp|""|72018-03-19T16:45:07.993|Non-secretarial assignments
1142|1009|1|2018-04-09|DCR|Appointment of Proxy|""|52018-04-09T09:58:59.698|Misc Director Resolution-
866|765|1|2018-03-19|AC|FS@2017-09-30|""|122018-03-19T17:17:35.768|Financial Statement
867|766|1|2018-03-19|AR/AGM|Annual Return @ 2018-04-01|""|122018-03-19T17:23:19.888|Annual Return
869|767|1|2018-03-20|Div|Declaration of RM5.4 Million dividend (#001/2018)|""|52018-03-20T09:02:41.794|Issuance of Dividends
870|768|1|2018-03-20|Misc|GST Registration|""|32018-03-20T09:09:25.945|Non-secretarial assignments
871|769|1|2018-03-20|S58|"Appoint: Seow LL
Resign: Khoo BT"|""|22018-03-20T09:16:42.254|F49-ResDir/Change Information
872|770|1|2018-03-20|S58|"Sec58 - Change of Directors 
Appt - Seow LL
Resign-Khoo BT "|""|82018-03-20T09:42:31.436|F49-ResDir/Change Information
873|771|1|2018-03-20|""|Insurance Claim for vehicle No: WD120E|""|52018-03-20T09:50:16.676|""
874|772|1|2018-03-20|OpBk|Open Fixed Deposit Account with Hong Leong Bank Berhad, Bandar Puteri Puchong Branch|""|42018-03-20T10:00:54.074|Open Bank Account(s)
1152|1018|1|2018-04-09|S36|Change M&A|""|72018-04-09T16:12:49.950|M&A/Constitution changes
1160|1023|1|2018-04-09|S78 Non Cash|Increase PUC (Otherwise) - RM250k|""|32018-04-09T17:21:16.478|Increase in Paid Up Capital- Otherwise Than Cash
1167|1030|1|2018-04-10|CTC|"Certified True Copies@2018-04-10
"|""|112018-04-10T11:28:12.617|Certified True Copies 
1174|1037|1|2018-04-11|AR/AGM|Annual Return @ 2018-04-30|""|122018-04-11T11:37:49.374|Annual Return
1184|1047|1|2018-04-12|Div|"Declaration of dividends
- 4 Shareholders "|""|82018-04-12T12:48:24.252|Issuance of Dividends
1189|1052|1|2018-04-12|AC|FS@2017-08-31|""|92018-04-12T17:01:06.840|Financial Statement
1194|1057|1|2018-04-13|OpBk|Open Bank Account - MAYBANK|""|72018-04-13T09:14:13.895|Open Bank Account(s)
1199|1061|1|2018-04-13|S58|Resignation of Director - Koh Duan Bo|""|32018-04-13T11:53:18.718|F49-ResDir/Change Information
875|773|1|2018-03-20|AR/AGM|AR@2018-03-18|""|112018-03-20T10:30:26.252|Annual Return
876|774|1|2018-03-20|S58|"Sec58- Change of Director
Appt : Seow LL
Resign: Khoo BT "|""|82018-03-20T10:39:00.886|F49-ResDir/Change Information
877|775|1|2018-03-20|S58|"Appoint: Seow LL
Resign: Khoo BT"|""|122018-03-20T11:07:41.150|F49-ResDir/Change Information
878|776|1|2018-03-20|S58|"Sec58 - Change of Director 
Appt: Seow LL
Resign: Khoo BT "|""|82018-03-20T11:26:12.951|F49-ResDir/Change Information
879|777|1|2018-03-20|CTC|1 set CTC Section 68 dated 6 Aug 2017|""|42018-03-20T12:22:08.001|Certified True Copies 
880|778|1|2018-03-20|S58|"Sec58- Change of Director 
Appt : Kow LL
Resign: Khoo BT "|""|82018-03-20T12:47:14.585|F49-ResDir/Change Information
881|779|1|2018-03-20|S58|"Sec58: Change of Director 
Appt : Seow VP 
Resign: KBT & Ahmad Faizal "|""|82018-03-20T13:31:11.896|F49-ResDir/Change Information
882|780|1|2018-03-20|Misc|Arrangement for collection of bid documents (PRICE AGREEMENT OF AMAZON WEB SERVICES (AWS) CLOUD COMPUTING SUBSCRIPTION AND ITS RELATED SERVICES)|""|52018-03-20T13:50:12.510|Non-secretarial assignments
883|781|1|2018-03-20|AR/AGM|AR@2018-03-29|""|32018-03-20T14:03:50.879|Annual Return
884|781|2|2018-03-20|AC|FS@2017-10-31|""|32018-03-20T14:03:50.879|Financial Statement
885|781|3|2018-03-20|FYE|Appt of auditor, tax agent & fixing of FYE|""|32018-03-20T14:03:50.879|Fixing Financial Year End-DCR
886|782|1|2018-03-20|CTC|F9, F24, F44, F49, S58, M&A (1set)|""|62018-03-20T14:06:45.526|Certified True Copies 
887|783|1|2018-03-20|S58|"Appoint: Seow LL
Resign: Khoo BT"|""|122018-03-20T15:25:22.395|F49-ResDir/Change Information
888|784|1|2018-03-20|AC|FS@2017-09-30|""|112018-03-20T15:34:39.894|Financial Statement
889|785|1|2018-03-20|AC|Financial Statement @ 2017-04-30|""|72018-03-20T15:49:48.286|Financial Statement
1058|936|1|2018-04-02|ChBkSig|Change of Bank Signatories - Ambank, RHB, MBB (x2)|""|32018-04-02T13:32:04.483|Changing Banking Signatory
890|786|1|2018-03-20|S58|"Appoint: Seow LL
Resign: Khoo BT"|""|122018-03-20T15:51:28.700|F49-ResDir/Change Information
891|787|1|2018-03-20|S58|"Appoint: Seow LL
Resign: Khoo BT"|""|122018-03-20T16:04:55.930|F49-ResDir/Change Information
892|788|1|2018-03-20|S58|"Appoint: Seow LL
Resign: Khoo BT"|""|122018-03-20T16:13:38.495|F49-ResDir/Change Information
893|789|1|2018-03-20|S58|"Sec58-Change of Director 
Appt : Seow LL
Resign: Khoo BT "|""|82018-03-20T16:25:40.119|F49-ResDir/Change Information
894|790|1|2018-03-20|S58|"Sec58- Change of Director
Appt - Seow LL
Resign - Khoo BT "|""|82018-03-20T16:30:13.452|F49-ResDir/Change Information
1073|951|1|2018-04-02|S58|"Change of Secretaries
- Appt KSS
- Resign KBT "|""|82018-04-02T18:16:32.018|F49-ResDir/Change Information
1088|966|1|2018-04-03|FYE|Appoint Auditor - N.S. WONG & CO Tax agents - KTS Tax Consultancy Sdn Bhd Fixing financial period/year end 31 Dec|""|42018-04-03T17:53:01.879|Fixing Financial Year End-DCR
1100|976|1|2018-04-04|PurVeh|Disposal of MV under registration no. WLL9783 & T/WA9153 to MEECON LOGISTIC SDN. BHD.|""|42018-04-04T17:28:55.690|Vehicle Purchase/disposal
895|791|1|2018-03-20|CTC|CTC Sec 17, Sec 46(3) & Sec 58|""|122018-03-20T16:54:28.463|Certified True Copies 
1112|982|1|2018-04-05|S27|Incorporation |""|92018-04-05T13:53:55.970|Name Reservation-
896|792|1|2018-03-20|CTC|1 set CTC of Section 17, Section 14, Section 58 & Passport of Ryo Murakami|""|42018-03-20T16:57:30.904|Certified True Copies 
897|793|1|2018-03-20|S58|Change of Directorship|""|52018-03-20T18:20:41.756|F49-ResDir/Change Information
898|793|2|2018-03-20|S105|Transfer of Shares|""|52018-03-20T18:20:41.756|Transfer of share(s)
899|793|3|2018-03-20|S58|Pre-Sign Documents for resignation of Director and Transfer of Shares|""|52018-03-20T18:20:41.756|F49-ResDir/Change Information
900|794|1|2018-03-20|S36|Chg M&A (Full amend)|""|72018-03-20T18:49:57.781|M&A/Constitution changes
901|795|1|2018-03-20|S36|Amendment of M&A|""|32018-03-20T19:28:37.492|M&A/Constitution changes
902|796|1|2018-03-20|S36|Amendment of M&A|""|32018-03-20T19:41:44.319|M&A/Constitution changes
903|797|1|2018-03-21|S36|Chg of M&A (Full amend)|""|72018-03-21T08:55:06.492|M&A/Constitution changes
904|798|1|2018-03-21|CTC|"Certified True Copies 
- Form 49 @ 2015-03-06
- Section 58 @ 2018-03-01"|""|82018-03-21T09:20:21.883|Certified True Copies 
905|799|1|2018-03-21|SecFee|- From [2018-03-01 to 2019-02-28]|""|22018-03-21T11:12:13.990|Secretarial Fee + Registered Office
906|800|1|2018-03-21|S36|Change of Memorandum and Articles of Association - Memorandum 6, Article 1, 3, 6 Amend to single person company|""|42018-03-21T11:23:27.463|M&A/Constitution changes
907|801|1|2018-03-21|S58|"Change of directors
Appoint Mohammadjavad Abbasniatehrani
Resign Mahdi Ali Khan Zadeh"|""|42018-03-21T11:28:09.263|F49-ResDir/Change Information
908|802|1|2018-03-21|S105|"Share transfer from :-
Mahdi Ali Khan Zadeh (342,000 shares)
Toktam Tork Zadeh (38,000 shares)

to 

Mohammadjavad Abbasniatehrani (380,000 shares)"|""|42018-03-21T11:42:24.225|Transfer of share(s)
909|803|1|2018-03-21|AR/AGM|AR@2018-03-06|""|112018-03-21T11:51:17.894|Annual Return
910|804|1|2018-03-21|AR/AGM|Annual Return @ 2018-04-01|""|122018-03-21T11:54:20.737|Annual Return
911|805|1|2018-03-21|CTC|F24, F49, S58, F44, F9, M&A (2sets)|""|62018-03-21T12:57:59.484|Certified True Copies 
912|806|1|2018-03-21|CTC|F24, F49, S58, F44, F9, M&A (2sets)|""|62018-03-21T12:59:42.363|Certified True Copies 
913|807|1|2018-03-21|CTC|F24, F49, S58, F44, F9, M&A (2sets)|""|62018-03-21T13:00:28.261|Certified True Copies 
1123|991|1|2018-04-06|CTC|"Certified True Copies (CTC) 
- 3 sets CTC of Section 58 & S236(2), Section 58, Section 14. "|""|82018-04-06T09:35:57.902|Certified True Copies 
1143|1010|1|2018-04-09|CTC|CTC F9, F24, F49, M&A & Audited Account 2016|""|122018-04-09T10:22:58.497|Certified True Copies 
1153|1018|2|2018-04-09|S58|Resignation Director - Capt Abu & Mr. Razak.|""|72018-04-09T16:12:49.950|F49-ResDir/Change Information
1161|1024|1|2018-04-09|S46|Change of R.O to No. 9 & 11, Jalan TPP 1/19, Taman Perindustrian Puchong, 47100 Puchong Selangor|""|42018-04-09T18:08:27.266|Change Registered Office
1168|1031|1|2018-04-10|AR/AGM|Annual Return@2018-04-06|""|112018-04-10T14:02:35.247|Annual Return
914|808|1|2018-03-21|S58|"Sec 58-Change of Director 
Resign: Mahdi Ali Khan 
Appoint : Abbasniaterahni "|""|82018-03-21T13:08:53.564|F49-ResDir/Change Information
915|809|1|2018-03-21|S105|"Transfer of shares
-Toktam to Abbas 
- Mahdi to Abbas 
"|""|82018-03-21T13:13:09.145|Transfer of share(s)
916|810|1|2018-03-21|S36|"Alteration Articles of Association
- Clause 1, 3(a), 3(b) & 6 "|""|82018-03-21T13:17:01.144|M&A/Constitution changes
917|811|1|2018-03-21|SecFee|From [2018-03-17 to 2019-03-16]|""|22018-03-21T13:29:59.036|Secretarial Fee + Registered Office
918|812|1|2018-03-21|SecFee|- From [2018-03-10 to 2019-03-09]|""|22018-03-21T13:48:32.226|Secretarial Fee + Registered Office
919|813|1|2018-03-21|SecFee|- From [2018-03-15 to 2019-07-14]|""|22018-03-21T13:53:17.635|Secretarial Fee + Registered Office
920|814|1|2018-03-21|SecFee|- From [2018-03-15 to 2019-03-14]|""|22018-03-21T14:01:00.812|Secretarial Fee + Registered Office
921|815|1|2018-03-21|SecFee|- From [2018-03-07 to 2019-03-16]|""|22018-03-21T14:08:01.066|Secretarial Fee + Registered Office
922|816|1|2018-03-21|Div|Declaration of Dividend 2/2017 - RM100k|""|32018-03-21T16:39:17.038|Issuance of Dividends
923|817|1|2018-03-21|Object|Change of Memorandum & Article|""|52018-03-21T17:08:59.052|Change of Object Clause(s)/Article(s)
924|818|1|2018-03-21|BkOp|Opening Bank Account with CIMB Bank|""|52018-03-21T17:20:39.898|Bank-Open Account[s]
1059|937|1|2018-04-02|S58|"Change of Secretaries 
- Appoint KSS
- Resign KBT "|""|82018-04-02T14:19:40.089|F49-ResDir/Change Information
925|819|1|2018-03-21|CIBk|Clbk - MBB|""|32018-03-21T17:49:51.894|Bank-Close Account(s)
926|819|2|2018-03-21|S201|Appt of Director - Jamil|""|32018-03-21T17:49:51.894|Appointment of Directors
927|819|3|2018-03-21|S58|Resignation of Director - Farida|""|32018-03-21T17:49:51.894|F49-ResDir/Change Information
928|819|4|2018-03-21|S105|Transfer of Shares (255,000 shares)|""|32018-03-21T17:49:51.894|Transfer of share(s)
929|819|5|2018-03-21|OpBk|Opbk - Alliance Bank & Internet Banking|""|32018-03-21T17:49:51.894|Open Bank Account(s)
930|820|1|2018-03-21|IntBanking|Access to Maybank2U Biz Internet Banking Services|""|42018-03-21T18:32:51.892|Internet Banking
931|821|1|2018-03-22|SecFee|- From [2018-02-21 to 2019-02-20]|""|22018-03-22T09:13:03.027|Secretarial Fee + Registered Office
933|823|1|2018-03-22|IntBanking|Corporate internet Banking Facility|""|72018-03-22T10:22:51.756|Internet Banking
934|824|1|2018-03-22|OpBk|DCR - Opening Bank Account (Bank Islam)|""|72018-03-22T11:15:17.056|Open Bank Account(s)
935|825|1|2018-03-22|AR/AGM|AR@2018-03-02|""|112018-03-22T11:34:10.867|Annual Return
936|826|1|2018-03-22|S105|Transfer of shares|""|92018-03-22T14:08:23.533|Transfer of share(s)
937|827|1|2018-03-22|S36|Change of Memorandum & Articles|""|52018-03-22T14:28:14.435|M&A/Constitution changes
938|828|1|2018-03-22|S36|Change of Memorandum & Articles|""|52018-03-22T14:35:51.750|M&A/Constitution changes
939|829|1|2018-03-22|BkOp|Open Bank Account - CIMB (Klang Branch) |""|82018-03-22T15:00:14.220|Bank-Open Account[s]
940|830|1|2018-03-22|Object|Change of Memorandum & Articles|""|52018-03-22T15:50:17.987|Change of Object Clause(s)/Article(s)
941|831|1|2018-03-22|AR/AGM|AR@2018-03-10|""|112018-03-22T15:56:03.770|Annual Return
942|832|1|2018-03-22|S58|"Appoint: Seow LL
Resign: Khoo BT"|""|122018-03-22T17:38:55.052|F49-ResDir/Change Information
943|833|1|2018-03-22|Object|Change of Memorandum & Articles|""|52018-03-22T17:55:26.053|Change of Object Clause(s)/Article(s)
944|834|1|2018-03-22|S78|Increase 260,000. Total PUC 263,000|""|72018-03-22T18:19:19.763|Increase in Paid Up Capital-Cash
945|834|2|2018-03-22|S58|Appoint Director : Nikki|""|72018-03-22T18:19:19.763|F49-ResDir/Change Information
1074|952|1|2018-04-02|S58|"Change of Secretaries  
- Appt KSS
- Resign KBT "|""|82018-04-02T18:28:20.775|F49-ResDir/Change Information
946|835|1|2018-03-22|S36|Change of Articles and Memorandum|""|52018-03-22T18:23:42.416|M&A/Constitution changes
948|837|1|2018-03-23|AR/AGM|AR@2018-03-26|""|112018-03-23T09:58:35.056|Annual Return
949|838|1|2018-03-23|AR/AGM|AR@2018-03-28|""|112018-03-23T10:46:24.499|Annual Return
950|839|1|2018-03-23|AR/AGM|AR@2018-03-15|""|112018-03-23T11:48:15.413|Annual Return
951|840|1|2018-03-23|AR/AGM|Annual Return @ 2018-04-26|""|122018-03-23T11:49:38.849|Annual Return
952|841|1|2018-03-23|CPO|CPO - Advanced Seating Solutions SB, Kraken Interactive SB & QIC Malaysia SB|""|22018-03-23T13:42:43.152|Purchase of CPO/Idaman
953|842|1|2018-03-23|AR/AGM|AR@2018-03-22|""|112018-03-23T14:08:12.620|Annual Return
954|843|1|2018-03-23|AC|SSM- FS@2017-12-31|""|52018-03-23T14:12:49.568|Financial Statement
955|844|1|2018-03-23|AR/AGM|AR@2018-04-10|""|92018-03-23T14:19:21.110|Annual Return
956|845|1|2018-03-23|SecCharge|Secretary Charge out rate|""|52018-03-23T14:32:19.906|Secretary Charge out rate
957|846|1|2018-03-23|S78 Non Cash|Inc PUC (Otherwise) - From 10k to 100k|""|72018-03-23T14:52:54.684|Increase in Paid Up Capital- Otherwise Than Cash
958|846|2|2018-03-23|S58|Resignation Director - Lai Kwai Loong|""|72018-03-23T14:52:54.684|F49-ResDir/Change Information
959|847|1|2018-03-23|DCR|Over-The-Counter Bank Guarantee & Fixed Deposit placement with RHB Bank for Telekom Malaysia Berhad (RM2,376,505.16)|""|42018-03-23T15:09:32.858|Misc Director Resolution-
960|848|1|2018-03-23|AR/AGM|Annual Return @ 2018-04-15|""|122018-03-23T16:16:41.453|Annual Return
