ar_id|company_id|ar_date|ar_reminderdate|ar_submissiondate|ar_status|ar_fileddate
4896|450|2011-08-28|2011-07-01|2011-09-27|t|2011-08-28
5440|499|1987-06-30|1987-05-01|1987-07-30|t|1987-06-30
4898|450|2013-08-31|2013-07-01|2013-09-30|t|2013-08-31
5477|500|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
4900|450|2015-08-31|2015-07-01|2015-09-30|t|2015-08-31
4905|451|2016-02-27|2016-01-01|2016-03-28|t|2016-02-27
5442|499|1989-06-30|1989-05-01|1989-07-30|t|1989-06-30
4906|451|2017-06-30|2017-05-01|2017-07-30|t|2017-06-30
4907|451|2018-06-30|2018-05-01|2018-07-30|f|
4911|452|2013-06-29|2013-05-01|2013-07-29|t|2013-06-29
5444|499|1991-08-20|1991-07-01|1991-09-19|t|1991-08-20
4913|452|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
5481|501|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
5446|499|1993-06-30|1993-05-01|1993-07-30|t|1993-06-30
4920|453|2006-12-30|2006-11-01|2007-01-29|t|2006-12-30
4922|453|2008-12-31|2008-11-01|2009-01-30|t|2008-12-31
4924|453|2010-12-30|2010-11-01|2011-01-29|t|2010-12-30
4926|453|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
4928|453|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
4930|453|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
5448|499|1995-06-30|1995-05-01|1995-07-30|t|1995-06-30
4942|455|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
4944|455|2010-06-16|2010-05-01|2010-07-16|t|2010-06-16
5450|499|1997-06-30|1997-05-01|1997-07-30|t|1997-06-30
4946|455|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
5482|501|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
4948|455|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
5452|499|1999-06-30|1999-05-01|1999-07-30|t|1999-06-30
4950|455|2016-06-23|2016-05-01|2016-07-23|t|2016-06-23
5435|499|1982-06-28|1982-05-01|1982-07-28|t|1982-06-28
5504|504|1999-05-26|1999-04-01|1999-06-25|t|1999-05-26
5454|499|2001-06-30|2001-05-01|2001-07-30|t|2001-06-30
5456|499|2003-06-26|2003-05-01|2003-07-26|t|2003-06-26
5458|499|2005-06-30|2005-05-01|2005-07-30|t|2005-06-30
5460|499|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
5487|502|2005-01-31|2004-12-01|2005-03-02|t|2005-01-31
5462|499|2009-09-30|2009-08-01|2009-10-30|t|2009-09-30
5464|499|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
5466|499|2013-06-28|2013-05-01|2013-07-28|t|2013-06-28
5468|499|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
5479|500|2017-12-06|2017-11-01|2018-01-05|t|2018-01-03
5500|502|2018-01-31|2017-12-01|2018-03-02|f|
5488|502|2006-04-29|2006-03-01|2006-05-29|t|2006-04-29
5490|502|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
5492|502|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
5496|502|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
5494|502|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
5498|502|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
5505|504|2000-05-26|2000-04-01|2000-06-25|t|2000-05-26
5531|506|2005-03-31|2005-02-01|2005-04-30|t|2005-03-31
5507|504|2002-06-30|2002-05-01|2002-07-30|t|2002-06-30
5513|504|2008-05-28|2008-04-01|2008-06-27|t|2008-05-28
5509|504|2004-06-30|2004-05-01|2004-07-30|t|2004-06-30
5521|504|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
5511|504|2006-06-30|2006-05-01|2006-07-30|t|2006-06-30
5515|504|2010-06-22|2010-05-01|2010-07-22|t|2010-06-22
5517|504|2012-06-21|2012-05-01|2012-07-21|t|2012-06-21
5519|504|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
5527|505|2016-09-30|2016-08-01|2016-10-30|t|2016-09-30
5534|506|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
5532|506|2006-06-30|2006-05-01|2006-07-30|t|2006-06-30
5536|506|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
5538|506|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
5540|506|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
5542|506|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
5550|507|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
5552|507|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
5554|507|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
5556|507|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
5523|504|2018-08-26|2018-07-01|2018-09-25|f|
3941|351|2004-06-30|2004-05-01|2004-07-30|t|2004-06-30
3997|359|2007-06-27|2007-05-01|2007-07-27|t|2007-06-27
3944|351|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
3947|351|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
3998|359|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
3950|351|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
3953|351|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
3958|353|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
3959|353|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
3960|353|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
3961|353|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
3962|353|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
3999|359|2009-05-29|2009-04-01|2009-06-28|t|2009-05-29
3963|353|2017-04-04|2017-03-01|2017-05-04|t|2017-04-04
3966|354|2006-06-30|2006-05-01|2006-07-30|t|2006-06-30
4954|456|2011-09-13|2011-08-01|2011-10-13|t|2011-09-13
4938|454|2018-04-11|2018-03-01|2018-05-11|t|2018-04-17
5529|505|2018-04-17|2018-03-01|2018-05-17|t|2018-05-17
3967|354|2007-06-29|2007-05-01|2007-07-29|t|2007-06-29
4000|359|2010-06-16|2010-05-01|2010-07-16|t|2010-06-16
3968|354|2008-06-25|2008-05-01|2008-07-25|t|2008-06-25
3969|354|2009-06-30|2009-05-01|2009-07-30|t|2009-06-30
3970|354|2010-05-04|2010-04-01|2010-06-03|t|2010-05-04
4001|359|2011-06-07|2011-05-01|2011-07-07|t|2011-06-07
3971|354|2011-05-30|2011-04-01|2011-06-29|t|2011-05-30
3972|354|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
3973|354|2013-06-28|2013-05-01|2013-07-28|t|2013-06-28
3974|354|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
3975|354|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
3976|354|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
4002|359|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
3977|354|2017-04-06|2017-03-01|2017-05-06|t|2017-04-06
3981|356|2014-03-25|2014-02-01|2014-04-24|t|2014-03-25
3982|356|2015-09-30|2015-08-01|2015-10-30|t|2015-09-30
4003|359|2013-06-28|2013-05-01|2013-07-28|t|2013-06-28
3983|356|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
4968|457|2010-06-16|2010-05-01|2010-07-16|t|2010-06-16
3987|357|2012-02-28|2012-01-01|2012-03-29|t|2012-02-28
3988|357|2013-02-28|2013-01-01|2013-03-30|t|2013-02-28
3989|357|2014-02-28|2014-01-01|2014-03-30|t|2014-02-28
3990|357|2015-02-28|2015-01-01|2015-03-30|t|2015-02-28
4955|456|2012-12-13|2012-11-01|2013-01-12|t|2012-12-13
3991|357|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
4979|458|1999-12-31|1999-11-01|2000-01-30|t|1999-12-31
3996|359|2006-10-27|2006-09-01|2006-11-26|t|2006-10-27
4004|359|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
4957|456|2014-12-29|2014-11-01|2015-01-28|t|2014-12-29
4005|359|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
4970|457|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
4006|359|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
4959|456|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
4007|359|2017-04-28|2017-03-01|2017-05-28|t|2017-04-28
4010|360|2011-05-16|2011-04-01|2011-06-15|t|2011-05-16
4011|360|2012-07-31|2012-06-01|2012-08-30|t|2012-07-31
4013|360|2014-07-31|2014-06-01|2014-08-30|t|2014-07-31
4963|457|2005-03-24|2005-02-01|2005-04-23|t|2005-03-24
4014|360|2015-07-31|2015-06-01|2015-08-30|t|2015-07-31
4981|458|2001-12-31|2001-11-01|2002-01-30|t|2001-12-31
4964|457|2006-05-22|2006-04-01|2006-06-21|t|2006-05-22
4972|457|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
4966|457|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
4983|458|2003-12-31|2003-11-01|2004-01-30|t|2003-12-31
4985|458|2005-12-31|2005-11-01|2006-01-30|t|2005-12-31
4974|457|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
4978|458|1998-12-31|1998-11-01|1999-01-30|t|1998-12-31
4987|458|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
4989|458|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
4991|458|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
4993|458|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
4995|458|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
4997|458|2017-07-17|2017-06-01|2017-08-16|t|2017-07-17
4998|458|2018-07-17|2018-06-01|2018-08-16|f|
5006|459|2002-12-31|2002-11-01|2003-01-30|t|2002-12-31
5008|459|2004-12-31|2004-11-01|2005-01-30|t|2004-12-31
5010|459|2006-12-30|2006-11-01|2007-01-29|t|2006-12-30
5012|459|2008-11-07|2008-10-01|2008-12-07|t|2008-11-07
5014|459|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
5016|459|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
5020|459|2016-12-30|2016-11-01|2017-01-29|t|2016-12-30
3992|357|2017-09-02|2017-08-01|2017-10-02|f|
4012|360|2013-07-31|2013-06-01|2013-08-30|t|2013-07-31
4056|366|2011-04-30|2011-03-01|2011-05-30|t|2011-04-30
4023|363|2005-03-02|2005-02-01|2005-04-01|t|2005-03-02
4024|363|2006-06-01|2006-05-01|2006-07-01|t|2006-06-01
4057|366|2012-04-30|2012-03-01|2012-05-30|t|2012-04-30
4025|363|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
4079|368|2002-01-11|2001-12-01|2002-02-10|t|2002-01-11
4026|363|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
4058|366|2013-04-30|2013-03-01|2013-05-30|t|2013-04-30
4027|363|2009-06-30|2009-05-01|2009-07-30|t|2009-06-30
4028|363|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
4059|366|2014-03-12|2014-02-01|2014-04-11|t|2014-03-12
4029|363|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
4030|363|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
4060|366|2015-04-30|2015-03-01|2015-05-30|t|2015-04-30
4031|363|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
4032|363|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
4061|366|2016-04-30|2016-03-01|2016-05-30|t|2016-04-30
4033|363|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
4038|364|2013-08-26|2013-07-01|2013-09-25|t|2013-08-26
4961|456|2018-03-29|2018-02-01|2018-04-28|t|2018-05-31
4018|361|2017-04-13|2017-03-01|2017-05-13|f|
3994|358|2017-09-21|2017-08-01|2017-10-21|f|
4043|364|2018-03-15|2018-02-01|2018-04-14|t|2018-04-04
3979|355|2017-07-28|2017-06-01|2017-08-27|t|2017-08-29
3964|353|2018-04-04|2018-03-01|2018-05-04|t|2018-04-28
3984|356|2017-09-26|2017-08-01|2017-10-26|t|2017-11-01
4034|363|2016-06-30|2016-05-01|2016-07-30|f|
4008|359|2018-04-28|2018-03-01|2018-05-28|t|2018-05-22
4039|364|2014-08-29|2014-07-01|2014-09-28|t|2014-08-29
4040|364|2015-09-30|2015-08-01|2015-10-30|t|2015-09-30
4065|367|2005-12-15|2005-11-01|2006-01-14|t|2005-12-15
4041|364|2016-09-30|2016-08-01|2016-10-30|t|2016-09-30
4042|364|2017-03-15|2017-02-01|2017-04-14|t|2017-03-15
4044|365|2009-09-11|2009-08-01|2009-10-11|t|2009-09-11
4045|365|2010-10-30|2010-09-01|2010-11-29|t|2010-10-30
4046|365|2011-10-28|2011-09-01|2011-11-27|t|2011-10-28
4047|365|2012-10-30|2012-09-01|2012-11-29|t|2012-10-30
4048|365|2013-10-30|2013-09-01|2013-11-29|t|2013-10-30
4049|365|2014-10-30|2014-09-01|2014-11-29|t|2014-10-30
4050|365|2015-10-30|2015-09-01|2015-11-29|t|2015-10-30
4051|365|2016-10-31|2016-09-01|2016-11-30|t|2016-10-31
4055|366|2010-04-21|2010-03-01|2010-05-21|t|2010-04-21
4062|366|2017-04-21|2017-03-01|2017-05-21|f|
4063|366|2018-04-21|2018-03-01|2018-05-21|f|
4066|367|2006-12-30|2006-11-01|2007-01-29|t|2006-12-30
4067|367|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
4068|367|2008-12-31|2008-11-01|2009-01-30|t|2008-12-31
4069|367|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
4070|367|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
4071|367|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
4072|367|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
4073|367|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
4074|367|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
4075|367|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
4076|367|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
4095|368|2018-01-11|2017-12-01|2018-02-10|f|
4087|368|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
4080|368|2003-01-31|2002-12-01|2003-03-02|t|2003-01-31
4081|368|2004-01-31|2003-12-01|2004-03-01|t|2004-01-31
4088|368|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
4082|368|2005-04-30|2005-03-01|2005-05-30|t|2005-04-30
4083|368|2006-04-17|2006-03-01|2006-05-17|t|2006-04-17
4089|368|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
4084|368|2007-06-11|2007-05-01|2007-07-11|t|2007-06-11
4097|369|1995-07-23|1995-06-01|1995-08-22|t|1995-07-23
4085|368|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
4090|368|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
4086|368|2009-04-06|2009-03-01|2009-05-06|t|2009-04-06
4091|368|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
4092|368|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
4093|368|2016-06-14|2016-05-01|2016-07-14|t|2016-06-14
4094|368|2017-06-30|2017-05-01|2017-07-30|t|2017-06-30
4098|369|1996-07-23|1996-06-01|1996-08-22|t|1996-07-23
4099|369|1997-05-15|1997-04-01|1997-06-14|t|1997-05-15
4100|369|1998-05-15|1998-04-01|1998-06-14|t|1998-05-15
4101|369|1999-07-15|1999-06-01|1999-08-14|t|1999-07-15
4102|369|2000-10-15|2000-09-01|2000-11-14|t|2000-10-15
4103|369|2001-10-22|2001-09-01|2001-11-21|t|2001-10-22
4105|369|2003-10-22|2003-09-01|2003-11-21|t|2003-10-22
4106|369|2004-10-22|2004-09-01|2004-11-21|t|2004-10-22
4107|369|2005-10-24|2005-09-01|2005-11-23|t|2005-10-24
4108|369|2006-10-24|2006-09-01|2006-11-23|t|2006-10-24
4109|369|2007-04-24|2007-03-01|2007-05-24|t|2007-04-24
4110|369|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
4112|369|2010-06-22|2010-05-01|2010-07-22|t|2010-06-22
4113|369|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
4114|369|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
4115|369|2013-06-25|2013-05-01|2013-07-25|t|2013-06-25
4116|369|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
4117|369|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
4104|369|2002-10-22|2002-09-01|2002-11-21|t|2002-10-22
4118|369|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
4148|370|2012-06-30|2012-05-01|2012-07-30|f|
4150|370|2014-06-30|2014-05-01|2014-07-30|f|
4152|370|2016-06-30|2016-05-01|2016-07-30|f|
4154|370|2018-06-30|2018-05-01|2018-07-30|f|
4124|370|1988-06-30|1988-05-01|1988-07-30|t|1988-06-30
4126|370|1990-06-30|1990-05-01|1990-07-30|t|1990-06-30
4956|456|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
4128|370|1992-06-29|1992-05-01|1992-07-29|t|1992-06-29
4130|370|1994-06-30|1994-05-01|1994-07-30|t|1994-06-30
4132|370|1996-06-30|1996-05-01|1996-07-30|t|1996-06-30
4134|370|1998-06-30|1998-05-01|1998-07-30|t|1998-06-30
4136|370|2000-06-30|2000-05-01|2000-07-30|t|2000-06-30
4138|370|2002-06-30|2002-05-01|2002-07-30|t|2002-06-30
4140|370|2004-06-30|2004-05-01|2004-07-30|t|2004-06-30
4142|370|2006-06-30|2006-05-01|2006-07-30|t|2006-06-30
4144|370|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
4958|456|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
4120|369|2018-01-24|2017-12-01|2018-02-23|f|
4186|371|2012-03-09|2012-02-01|2012-04-08|f|
4188|371|2014-03-09|2014-02-01|2014-04-08|f|
4190|371|2016-03-09|2016-02-01|2016-04-08|f|
4192|371|2018-03-09|2018-02-01|2018-04-08|f|
4158|371|1984-06-30|1984-05-01|1984-07-30|t|1984-06-30
4160|371|1986-06-30|1986-05-01|1986-07-30|t|1986-06-30
4162|371|1988-06-30|1988-05-01|1988-07-30|t|1988-06-30
4164|371|1990-06-30|1990-05-01|1990-07-30|t|1990-06-30
4166|371|1992-06-29|1992-05-01|1992-07-29|t|1992-06-29
4168|371|1994-06-30|1994-05-01|1994-07-30|t|1994-06-30
4170|371|1996-06-30|1996-05-01|1996-07-30|t|1996-06-30
4965|457|2007-06-21|2007-05-01|2007-07-21|t|2007-06-21
4172|371|1998-06-30|1998-05-01|1998-07-30|t|1998-06-30
5001|459|1997-11-27|1997-10-01|1997-12-27|t|1997-11-27
4174|371|2000-06-30|2000-05-01|2000-07-30|t|2000-06-30
4967|457|2009-05-28|2009-04-01|2009-06-27|t|2009-05-28
4176|371|2002-06-30|2002-05-01|2002-07-30|t|2002-06-30
4178|371|2004-06-30|2004-05-01|2004-07-30|t|2004-06-30
4969|457|2011-05-30|2011-04-01|2011-06-29|t|2011-05-30
4180|371|2006-06-30|2006-05-01|2006-07-30|t|2006-06-30
5002|459|1998-12-31|1998-11-01|1999-01-30|t|1998-12-31
4182|371|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
4971|457|2013-06-28|2013-05-01|2013-07-28|t|2013-06-28
5019|459|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
4973|457|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
5003|459|1999-10-25|1999-09-01|1999-11-24|t|1999-10-25
5004|459|2000-12-30|2000-11-01|2001-01-29|t|2000-12-30
4980|458|2000-12-30|2000-11-01|2001-01-29|t|2000-12-30
4982|458|2002-12-31|2002-11-01|2003-01-30|t|2002-12-31
4984|458|2004-12-31|2004-11-01|2005-01-30|t|2004-12-31
5029|460|2008-08-30|2008-07-01|2008-09-29|t|2008-08-30
4986|458|2006-12-30|2006-11-01|2007-01-29|t|2006-12-30
4988|458|2008-12-31|2008-11-01|2009-01-30|t|2008-12-31
4990|458|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
4992|458|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
4994|458|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
4996|458|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
5000|459|1996-08-27|1996-07-01|1996-09-26|t|1996-08-27
5005|459|2001-12-31|2001-11-01|2002-01-30|t|2001-12-31
5007|459|2003-12-31|2003-11-01|2004-01-30|t|2003-12-31
5009|459|2005-12-31|2005-11-01|2006-01-30|t|2005-12-31
5024|460|2003-07-09|2003-06-01|2003-08-08|t|2003-07-09
5011|459|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
5013|459|2009-11-23|2009-10-01|2009-12-23|t|2009-11-23
5015|459|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
5017|459|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
5018|459|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
5043|461|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
5025|460|2004-08-31|2004-07-01|2004-09-30|t|2004-08-31
5031|460|2010-11-30|2010-10-01|2010-12-30|t|2010-11-30
5027|460|2006-08-30|2006-07-01|2006-09-29|t|2006-08-30
5054|462|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
5033|460|2012-12-18|2012-11-01|2013-01-17|t|2012-12-18
5049|461|2015-06-30|2015-05-01|2015-07-30|f|
5047|461|2013-04-18|2013-03-01|2013-05-18|t|2013-04-18
5060|463|2016-09-30|2016-08-01|2016-10-30|t|2016-09-30
5062|463|2018-05-22|2018-04-01|2018-06-21|f|
5061|463|2017-05-22|2017-04-01|2017-06-21|t|2017-05-22
5546|507|2005-11-24|2005-10-01|2005-12-24|t|2005-11-24
5548|507|2007-11-15|2007-10-01|2007-12-15|t|2007-11-15
5553|507|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
5555|507|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
5557|507|2016-12-30|2016-11-01|2017-01-29|t|2016-12-30
4960|456|2017-03-29|2017-02-01|2017-04-28|t|2017-03-29
5051|461|2017-07-19|2017-06-01|2017-08-18|t|2017-11-28
4197|374|2017-11-30|2017-10-01|2017-12-30|t|2017-11-30
5021|459|2017-02-28|2017-01-01|2017-03-30|t|2017-12-28
4111|369|2009-06-02|2009-05-01|2009-07-02|t|2009-06-02
4122|370|1986-06-30|1986-05-01|1986-07-30|t|1986-06-30
4149|370|2013-06-30|2013-05-01|2013-07-30|f|
4151|370|2015-06-30|2015-05-01|2015-07-30|f|
4153|370|2017-06-30|2017-05-01|2017-07-30|f|
4123|370|1987-06-30|1987-05-01|1987-07-30|t|1987-06-30
4125|370|1989-06-30|1989-05-01|1989-07-30|t|1989-06-30
4127|370|1991-06-29|1991-05-01|1991-07-29|t|1991-06-29
4129|370|1993-06-30|1993-05-01|1993-07-30|t|1993-06-30
4131|370|1995-06-30|1995-05-01|1995-07-30|t|1995-06-30
4203|376|2007-10-23|2007-09-01|2007-11-22|t|2007-10-23
4133|370|1997-06-10|1997-05-01|1997-07-10|t|1997-06-10
4135|370|1999-06-30|1999-05-01|1999-07-30|t|1999-06-30
4137|370|2001-06-30|2001-05-01|2001-07-30|t|2001-06-30
4139|370|2003-06-30|2003-05-01|2003-07-30|t|2003-06-30
4141|370|2005-06-30|2005-05-01|2005-07-30|t|2005-06-30
4143|370|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
4145|370|2009-06-30|2009-05-01|2009-07-30|t|2009-06-30
4147|370|2011-12-29|2011-11-01|2012-01-28|t|2011-12-29
4156|371|1982-03-09|1982-02-01|1982-04-08|t|1982-03-09
4187|371|2013-03-09|2013-02-01|2013-04-08|f|
4189|371|2015-03-09|2015-02-01|2015-04-08|f|
4191|371|2017-03-09|2017-02-01|2017-04-08|f|
4204|376|2008-12-31|2008-11-01|2009-01-30|t|2008-12-31
4157|371|1983-06-09|1983-05-01|1983-07-09|t|1983-06-09
4159|371|1985-06-30|1985-05-01|1985-07-30|t|1985-06-30
4205|376|2009-11-30|2009-10-01|2009-12-30|t|2009-11-30
4161|371|1987-06-30|1987-05-01|1987-07-30|t|1987-06-30
4163|371|1989-06-30|1989-05-01|1989-07-30|t|1989-06-30
4206|376|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
4165|371|1991-06-29|1991-05-01|1991-07-29|t|1991-06-29
4167|371|1993-06-30|1993-05-01|1993-07-30|t|1993-06-30
4207|376|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
4169|371|1995-06-30|1995-05-01|1995-07-30|t|1995-06-30
4171|371|1997-06-30|1997-05-01|1997-07-30|t|1997-06-30
4208|376|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
4173|371|1999-06-30|1999-05-01|1999-07-30|t|1999-06-30
4175|371|2001-06-30|2001-05-01|2001-07-30|t|2001-06-30
4209|376|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
4177|371|2003-06-30|2003-05-01|2003-07-30|t|2003-06-30
5559|507|2018-02-24|2018-01-01|2018-03-26|t|2018-03-07
4193|372|2017-05-05|2017-04-01|2017-06-04|f|
4975|457|2017-09-25|2017-08-01|2017-10-25|t|2017-06-30
4179|371|2005-06-30|2005-05-01|2005-07-30|t|2005-06-30
4210|376|2014-12-30|2014-11-01|2015-01-29|t|2014-12-30
4181|371|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
4183|371|2009-06-30|2009-05-01|2009-07-30|t|2009-06-30
4185|371|2011-12-29|2011-11-01|2012-01-28|f|
4195|373|2017-01-26|2016-12-01|2017-02-25|t|2017-01-26
4202|376|2006-07-24|2006-06-01|2006-08-23|t|2006-07-24
4211|376|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
5026|460|2005-08-30|2005-07-01|2005-09-29|t|2005-08-30
4212|376|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
5066|466|2018-08-16|2018-07-01|2018-09-15|f|
5028|460|2007-08-30|2007-07-01|2007-09-29|t|2007-08-30
5030|460|2009-08-30|2009-07-01|2009-09-29|t|2009-08-30
5032|460|2011-12-30|2011-11-01|2012-01-29|t|2011-12-30
5572|509|2001-08-28|2001-07-01|2001-09-27|t|2001-08-28
5034|460|2013-12-30|2013-11-01|2014-01-29|t|2013-12-30
5069|469|2014-09-12|2014-08-01|2014-10-12|t|2014-09-12
4196|373|2018-07-27|2018-06-01|2018-08-26|f|
5041|461|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
5048|461|2014-06-30|2014-05-01|2014-07-30|f|
5050|461|2016-06-30|2016-05-01|2016-07-30|f|
5056|462|2016-08-12|2016-07-01|2016-09-11|t|2016-08-12
5063|464|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
5547|507|2006-12-23|2006-11-01|2007-01-22|t|2006-12-23
5551|507|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
5568|509|1997-08-28|1997-07-01|1997-09-27|t|1997-08-28
5558|507|2017-02-24|2017-01-01|2017-03-26|t|2017-02-24
5574|509|2003-08-28|2003-07-01|2003-09-27|t|2003-08-28
5560|508|2014-04-30|2014-03-01|2014-05-30|t|2014-04-30
5561|508|2015-04-30|2015-03-01|2015-05-30|t|2015-04-30
5562|508|2016-04-30|2016-03-01|2016-05-30|t|2016-04-30
5576|509|2005-08-28|2005-07-01|2005-09-27|t|2005-08-28
5570|509|1999-08-28|1999-07-01|1999-09-27|t|1999-08-28
